app_name,category,number_of_downloads,review_body,reviewer_ratings
Asphalt 8,Racing,high, I am playing this game and so excited so first time download and play so my experience this game is great download and play you are enjoying this game because one of the best racing game💓💓,5
Asphalt 8,Racing,high," The game is good, but making the reward per race useless will do nothing but spoil the game, ive started to dislike asphalt 8.",2
Asphalt 8,Racing,high, This is a very good racing game. It's graphics and experience is ecellent,5
Asphalt 8,Racing,high, so cool for kid to drive and race cars with friends to have fun.Kids love to buy new cars so they can go realy fast with the new car.My favarite part is wen i get to buy a faster car so i can win in races.,5
Asphalt 8,Racing,high, Fix the bug on final stage season 2 motorbike race already tried to other device still cant finish the race always crashing,2
Asphalt 8,Racing,high, WOW this game is wonderful and the graphics are mind blown but the 1 and only big issue is that it takes up a lot of space if this issue minimises I will rate it 5 star,4
Asphalt 8,Racing,high," At first i thought it would be fun but now i realize that I have just wasted my time to download this game, i say this because i am a game addict and i know a good game when i play one this is actually the worst",1
Asphalt 8,Racing,high, Every time you do an update things get worse! This last update I lost all the boosts I had built up. Just leave it alone already!!!!,1
Asphalt 8,Racing,high, Payments are so low.lots of cars are just a dream for players and that sucks! Its a game! Come on!,5
Asphalt 8,Racing,high," Best multiplayer game... It's easy to earn coins, Buy cars when online",5
Asphalt 8,Racing,high, super fun it gets a bit repetitive but the variety of game modes copes with that,4
Asphalt 8,Racing,high, Asphalt generally has to be the best mobile racing game of all time ......extraordinary stuff really.,5
Asphalt 8,Racing,high, It's extraordinary racing game with high quality and different maps Experience this game with open world experience,5
Asphalt 8,Racing,high, I had a very good experience with this game. Now when i download and tried to login with google play games but i cant please solve it !!!!!!!!!!!!,4
Asphalt 8,Racing,high," Fusion coins, pay to win , useless festival cars, mandatory max pro tuning for winning R&D , tuning kit timing each and everything has become worse in the game ,I am a loyal player and iam very sad to quit this game , your asphalt 9 is worst .",1
Asphalt 8,Racing,high," Everything excellent but more chances connection error in multiplayer, I hope you fix in sooner updates",4
Asphalt 8,Racing,high, It's great but before I tried getting in and it didn't download on my phone but I figured it out.,5
Asphalt 8,Racing,high, It will often say that an error has occurred when upgrading my vehicles,3
Asphalt 8,Racing,high," No match to my other real car xperience, the race has no trilled how many laps should be finish? Its look like ur contest ghost rider what hell is that?",1
Asphalt 8,Racing,high, Nearly all of the boosters got deleted after the latest update. Please fix.,1
Asphalt 8,Racing,high," Ads on top of ads constantly crash the game. Don't give GameLoft a dime, you will regret it.",1
Asphalt 8,Racing,high," This is a pretty good game will pretty good challenges, but now this game is dying thanks to recent updates",3
Asphalt 8,Racing,high, Now this game is comes to end every item purchase through token or fusion coin this is very irritating special events are boring nothing to play free booster also with token and fusion coins,1
Asphalt 8,Racing,high, not possible to play online matches.after waiting sometime there comes notification that it is unable to connect to server,1
Asphalt 8,Racing,high, this game is so cool noce graphics and also the enemies are not even faster then me though .I will give it 5 stars,5
Asphalt 8,Racing,high, Haven't gotten my reward for octane season as yet and still cant get the new season to play keeps saying error to claim your rewards,1
Asphalt 8,Racing,high, Best racing game ever and asphalt 9 legends very good graphics,5
Asphalt 8,Racing,high, it is a pretty good game but it could use more keys for the R&D also cheaper cars all in all it is one of the best racing that i have played,4
Asphalt 8,Racing,high, After 20.2020. Updated I can't claim TLE rewards. Would it be fix by Gameloft???? Nowadays Gameloft isn't care about their users.,1
Asphalt 8,Racing,high, Very addictive but very expensive. In these days its making problems,5
Asphalt 8,Racing,high, very good game but the problem is it is very hard to buy new cars,5
Asphalt 8,Racing,high," Good game High-end graphics, Very recommended to my friends, good work job well done to the developer of this game. 👌👍🙂",5
Asphalt 8,Racing,high, Great game but the opponents are really fast and the better car's are too expensive.....,4
Asphalt 8,Racing,high, 10/10. Although I would like this game to be available on xbox one,5
Asphalt 8,Racing,high, Nice game requires a bit improvement in graphics ... Cars are great but sir why can't we buy bikes for coins ???? All the are for tokens😔,4
Asphalt 8,Racing,high, it was great when it had the old version we would get to download the careers and maps it was fun but now its not fun anymore,2
Asphalt 8,Racing,high," I love this game until the appearance of fusion coins, I don't like this change but I hope you guys will consider about fusion coins, I still love the game for now",3
Asphalt 8,Racing,high, Add real cars sound and also a feature to hear the sound before going to buy it,5
Asphalt 8,Racing,high, Have to watch this many ads to progress without spending money.,3
Asphalt 8,Racing,high, Before 2yrs when i starts my game career i gve 5 stars.. But now... Dead game only focusing for money.. Useless updates. Not listering players requestss..,1
Asphalt 8,Racing,high, I rated 4 star for the game because it was like loading and I can't buy anything from that game,4
Asphalt 8,Racing,high, It has got worse since the update. Everything asks for a never ending download.,1
Asphalt 8,Racing,high, Best racing game of all. Pls don't remove the car Ferrari SF90 Stradale on the next update cus I really worked har for it. Great game!,5
Asphalt 8,Racing,high, It was Good.... Before but now it's very boring and you can't do anything without internet connection,3
Asphalt 8,Racing,high, Local wifi mode error. Error code 302. Please fix. Thanks.,2
Asphalt 8,Racing,high," This is the best racing game for laptops ever! perfect controls and stunning graphics, THE BEST!!!!!",5
Asphalt 8,Racing,high, This game is a bunch of trash in it with fusion coins even a lot of errors this game is so dumb like I checked my connection and it's connected well everybody hates this game for reasons gameloft u were having bad updates nobody liked ur game here so ya make this more cooler cuz it's bad the old ver...Full ReviewThis game is a bunch of trash in it with fusion coins even a lot of errors this game is so dumb like I checked my connection and it's connected well everybody hates this game for reasons gameloft u were having bad updates nobody liked ur game here so ya make this more cooler cuz it's bad the old version was better I would rate it 5 stars for usual and they 100% ruined there game like someone was saying u were bad why would u put the fusion coins in there u made it more worst,1
Asphalt 8,Racing,high, I love this game and the most lovely thing is its mulitiplayer track known as orbital plane 😃😃,5
Asphalt 8,Racing,high," ""Tilt to steer is not working properly.what I am supposed to do? can I know the reason?",4
Asphalt 8,Racing,high, This game is kind of pay to win type. Didn't aspect this from Gameloft.,3
Asphalt 8,Racing,high," It's a cool game, but though I'm not really down with the whole extra downloading to update the game internally again.. I mean can't the upgrade and update be one!??! Sucks, cause its demanding on data...",4
Asphalt 8,Racing,high, Game is awsome but very hard to collect fuse coins of parts.,3
Asphalt 8,Racing,high, Multiplayer was great and i also like the new update one after the other,5
Asphalt 8,Racing,high, Good game bad pricing. If you want to compete in the higher end. It's grind or spend money. Watch advertising to boost earnings after racing. .,3
Asphalt 8,Racing,high, When This game will shut down the game will be not able to download but still car's price are high and tokens are very..... 😠,3
Asphalt 8,Racing,high, It needs wifi connection for multiplyer. With mobile data it does not work.,1
Asphalt 8,Racing,high, This game is amazing 👌 but the only thing I hate is U cant play together with friends when u r faraway like France or another country,4
Asphalt 8,Racing,high, Great update. No more daily rewards. And tuning kit now cost fusion pack.,2
Asphalt 8,Racing,high, Your app doesn't allow me to give you my age. Funny it asks for it but no place to put it. It's taking forever to load as well.,1
Asphalt 8,Racing,high, Good game but there was a problem the game was totally lieghing,3
Asphalt 8,Racing,high," Awesome Racing game in Play Store❤️ and also Great Action game with the cool music, graphics and my favorite part, smooth controls.",5
Asphalt 8,Racing,high, Every time. I play this game my screen turns black and it's hard to play,2
Asphalt 8,Racing,high, Its an awesome game but in multiplayer it allways cuts out on me even when im using good wifi,3
Asphalt 8,Racing,high, The game is great but the gameplay point & credit is just getting lower,5
Asphalt 8,Racing,high, This game misbehaves right after the optimal shuffle card appear...it can't be opened and stops me from opening another cards..,1
Asphalt 8,Racing,high, I lovevve it's once add performance upgrades to your vehicle the control is a 10 Super real vehicle characteristics,5
Asphalt 8,Racing,high, The game became more exciting add some cars from Disney pixar cars like u added in early days like hot wheels vechile etc and also add hot wheels track like sector 8,5
Asphalt 8,Racing,high," Outstanding app ________----------________***************_____----_________graphics and its bike mode are killer ''''''''''''''''''''''''______""""""""""""""""""'''''''''''!!!!!!!/////",5
Asphalt 8,Racing,high, The game is perfect!! Best control options better graphics.....tremendous events such a good racing game👍🏾👍🏾,5
Asphalt 8,Racing,high," Nice game. I liked it. But when I was using the nitro, it was hanging .I could not win the race.",5
Asphalt 8,Racing,high, Getting goosebumps while Playing every game due to its background music....great experience,5
Asphalt 8,Racing,high, I like this game but people keep getting the same car as me can You guys fix that problem please bye.,5
Asphalt 8,Racing,high," Whenever I choose the map of barcelona to play , the game gets crashed. Everytime😭😭. Please fix this issue",2
Asphalt 8,Racing,high," My game stopped working since I updated the app I can't open my game, and I reinstalled the app many time's and the same problem is showing up please help me.",5
Asphalt 8,Racing,high," What an amazing racing game,so many cars to get and realistic car graphics,AMAZING.DOWNLOAD THIS GAME ASAP #ASPHALTRULES",5
Asphalt 8,Racing,high, Local multiplayer error is occurring since the latest update (39),2
Asphalt 8,Racing,high, One of the Worst games in the entire playstore....in most of the segments it gets more worst...,1
Asphalt 8,Racing,high, Greatest Pay to Win game ever made by Gameloft. Congratulations you successfully killed the at last,1
Asphalt 8,Racing,high, Really gream game had lots of fun playing But can you add a way to give in game currency to friends so that if they want to get a car but dont have enough I can send him or her the currency he or she is missing,5
Asphalt 8,Racing,high, its so cool game and i love it keep improve your game for more exciting mode and car,5
Asphalt 8,Racing,high, Fab game...graphics...controls...cars...kinda difficult to get the cars u really want.....but all in all a gr8 game,5
Asphalt 8,Racing,high, Very awesome racing game be careful playing it on your phone now if you have a temper cuz I now have three new cracks in my screen I got a little angry and threw my phone good skill level when it nice cars and easy to make money or credits I'm sorry,4
Asphalt 8,Racing,high, Nice game in fact superb but the race rewards are very small and your cars too are very expensive...hope you can do something about it thanks,3
Asphalt 8,Racing,high, Why multiplayer mode can't be played on mobile data?,3
Asphalt 8,Racing,high," Good racing game I really like the graphics, the handling and really good cars",5
Asphalt 8,Racing,high, The one go to game when you get bored.this game is the best.there ZERO ads!,5
Asphalt 8,Racing,high, It's hard earn coin and upgrade cars without break money,4
Asphalt 8,Racing,high, Great game but when you are first and go to fast you become last place.,5
Asphalt 8,Racing,high, Very good game awsome realastic feel but it has little bigger size when downloading multiplayer,5
Asphalt 8,Racing,high, Best Game Ever But the game is paid to win but I don't mind that why did you add the fusion coins amazing game,4
Asphalt 8,Racing,high, This game is excellent it has the ultimate hd graphic and I am telling to asphalt company to keep more asphalt racing games I downloaded asphalt 8 and asphalt racing 9 games and I am request🙏😊to kepp more games and thanks for asphalt company for giving enjoy mental👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍�...Full ReviewThis game is excellent it has the ultimate hd graphic and I am telling to asphalt company to keep more asphalt racing games I downloaded asphalt 8 and asphalt racing 9 games and I am request🙏😊to kepp more games and thanks for asphalt company for giving enjoy mental👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Asphalt 8,Racing,high, It is nice game but it but do not available the streeing so that one things do not like .,3
Asphalt 8,Racing,high, Nice gameplay but the game is too dear Cost should be cut down,4
Asphalt 8,Racing,high," It's not about skill anymore, it's only about luck. Getting harder to collect points.",1
Asphalt 8,Racing,high, Why has gameloft made asphalt to be all about money?? The fun of the game is fading off😔😔😔,5
Asphalt 8,Racing,high, Love the game but have problems when upgrading cars please fix this problem,4
Asphalt 8,Racing,high, Good But are there limited cars 135 or any more cars available A small request for asphalt 9 Pls make asphalt 9 compatible for android 5 and 6 also Orbital Loop is the hardest one I have never experienced before.,1
Asphalt 8,Racing,high, It is an amazing game.But during manual controls there is only one brake.There should be to brakes.It becomes very difficult to spin with one brake.,4
Asphalt 8,Racing,high, Really very nice game and graphics.The cars are very good.I love this game.,5
Asphalt 8,Racing,high, Am hooked up on this... Can't stop falling for this game... Thank you Asphalt team,5
Asphalt 8,Racing,high, good but sometimes it gets slow after watching a ad video for multiply the rewards..i request to make this problem solve .,3
Asphalt 8,Racing,high," Nice game.. Just.. After the new update.. I n my friends cant play Through ""More racing option"" ""local wifi"" Please fix it..",5
Asphalt 8,Racing,high," 😡😤😠🤪🧐👎👎👎 ,This game Starting process is very very Slow &it's Actual game Downloading Cost is very High This game is not as good as the dam of this game .. poor Experience.!! 🧐🤪😤😠😤😠😤😤😤😤😤😠😤😤😤😤😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡!!..",1
Asphalt 8,Racing,high, This is great app not like other games it gives you a ton of races to race on such as Tokyo London Barcelona Monte Carlo Nevada Tenerife outer space and muuuuuuuuuch more great,5
Asphalt 8,Racing,high, Having issue claiming rewards in multiplayer. Stuck in that 😡,2
Asphalt 8,Racing,high, It's awesome you will get various experience of cars and different maps,5
Asphalt 8,Racing,high, I've played online racing games for years and I just can't get enough of the expirence of ths game; I feel like I'm actually driving.,5
Asphalt 8,Racing,high, Game is unplayable after the update today. So much for you making any $ off of everyone being quarantined.... how about releasing an update that makes the game functional!,1
Asphalt 8,Racing,high," Far too expensive to play, it's like even with the complaint you guys don't feel like changing am guessing you guys don't want people to play this game anymore",1
Asphalt 8,Racing,high," There is an bug with the local wifi, claiming rewards in the mastery section, plz fix this.",4
Asphalt 8,Racing,high," Great cars cool events and amazing maps,I like this game it's the only racing game I'm looking forward to, so if you like racing games THEN DOWNLOAD THE GAME",5
Asphalt 8,Racing,high, Wow this game has awesome graphics and it gives no trouble at all its my first time playing this and I give it to you gameloft for making this coll games😎😎,5
Asphalt 8,Racing,high, I hate this game i already have 6 cars and when i run the game after update i only have 2 cars plus negative coins like wth and also my progress in the game is gone That really make me angry so much cause i put alot of effort in this game😡😡😡😡😡😡😡😡,1
Asphalt 8,Racing,high, the recent update a f**kery ...kmt....set it back so that me can use 100 token to get double credits for a day .....new update a foolishness..........unuh want man fi spend bomboclaat 50 token weh hard fi get just fi 5 bomboclaat mins ...kmt that mek sense? bomboclaat man!!!,2
Asphalt 8,Racing,high, An amazing racing game.I liked it.Just decrease the requirements of the star.,3
Asphalt 8,Racing,high, best racing game but price of car is too much plz reduce the price of car and car upgrades in R&D events.,4
Asphalt 8,Racing,high, I have downloaded asphalt airborne 8 cause I love the game but now the problem is that it doesn't wanna open I don't know why please help.,5
Asphalt 8,Racing,high, Have problem with play multiplayer mode always shows your device does not connect,3
Asphalt 8,Racing,high, this is so far the best free racing game i have ever seen in my whole entire life. its easy controls. smooth gameplay,5
Asphalt 8,Racing,high, Amazing game. Running smooth on my device. Satisfied VIP member.,5
Asphalt 8,Racing,high, Its very nice and also contains motorcycle mods i.e. moto blitz which has different and real bike . I'm loving it❤❤❤,5
Asphalt 8,Racing,high," This game is wonderful ,amazing and nice l like the music very much this game is online",5
Asphalt 8,Racing,high," This company hates their customers more than cable companies! Hostile towards users. No respect for how much time and money their customers have given them, only to be treated worse and worse, and ruining their own game. Clueless Gameloft is a horrible company! I have so much more I would love to sa...Full ReviewThis company hates their customers more than cable companies! Hostile towards users. No respect for how much time and money their customers have given them, only to be treated worse and worse, and ruining their own game. Clueless Gameloft is a horrible company! I have so much more I would love to say, ALL BAD!",1
Asphalt 8,Racing,high, Yaa.. Its good but the think is it takes a lot of time to download..,1
Asphalt 8,Racing,high, Cannot retrieve information of old account ad link to customer care doesn't work,1
Asphalt 8,Racing,high, Once I downloaded the game I saw so many fast cars and bikes and what I like is u can choose a car and the game don't gliche like other racing games does.,5
Asphalt 8,Racing,high, best game i played and im still playing in 2020 and iits the best game in my opinion and the challenges are awsome best racing game i love everything about it.,5
Asphalt 8,Racing,high," Amazing game , good graphics, best fps and all things are great.",5
Asphalt 8,Racing,high, Best car game according to me very good gameplay ultimate graphics and nice control.,5
Asphalt 8,Racing,high, Great runs all the time and ability to upgrade for greater speed.,4
Asphalt 8,Racing,high, Absolutely LOVE the fact you don't have to have an internet connection to play this game!!,5
Asphalt 8,Racing,high, Amazing fabulous marvellous amazing superb Asphalt 8 this game is awesome realistic stylish Asphalt 8 airborne I like you best game of 2020,5
Asphalt 8,Racing,high, It must be the greatest arcade game BUT the Mclaren Senna tuning must be the hardest thing I have ever done,5
Asphalt 8,Racing,high, Great game and I like how it doesn't say nun bout time for new life and run out of tries and stuff,5
Asphalt 8,Racing,high, The game is realistic and more extraordinary game than other car games thank you so much for letting us having this experience in A8 and A9 good luck for A10,5
Asphalt 8,Racing,high," Pay to play. They just give you the illusion that you can play without pay, but it's a waste of time.",1
Asphalt 8,Racing,high, Best game for me...I really like it.lots of new tracks..tough to get high speed cars and tokens but l like tough task....❤️,5
Asphalt 8,Racing,high, Sometimes you don't get the coins I was supposed to get after watching an ad,4
Asphalt 8,Racing,high, The game is amazing but has troubles in collecting rewards,5
Asphalt 8,Racing,high, Gameloft mentaly torturing player one by one with fusion coin now boosters impossible playing in multiplayer even can't win any r&d not upgrading this suck,1
Asphalt 8,Racing,high, Multiplayer mode not working can't connect to internet error occurred,3
Asphalt 8,Racing,high," It sucks with the updates cant buy with tokens , cant buy cars with tokens (are grey buttons) , no booster buyable , cant pro kit upgrade etc.",2
Asphalt 8,Racing,high, Asphalt 8 multiplayer offline two player multiplayer position fourth position have a nice day Gameloft thank you 🏁🌄🚗,5
Asphalt 8,Racing,high," This is very nice game and graphics,but I hate when I'm updated it the file is downloading the game again this was took 2 days",3
Asphalt 8,Racing,high, This is so awesome the credits ang graphics of the game is very good,5
Asphalt 8,Racing,high," ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ This game is awsome! Even though you have to spend actual money to tune the cars; this game is so fun. The graphics are cool and there are so many scenes you can choose from. There is a wide variety of cars to buy and you get tokens and coins easily by just coming fi...Full Review❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ This game is awsome! Even though you have to spend actual money to tune the cars; this game is so fun. The graphics are cool and there are so many scenes you can choose from. There is a wide variety of cars to buy and you get tokens and coins easily by just coming first, wreck other cars, drift a few hundred metres and do some flat spins. You can race on Multiple Player, Career, Mastery and many more. You can also race with motor bikes. I really love this game! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",5
Asphalt 8,Racing,high, I love racing but I am facing problem in this game pls update this one more time and best cars graphics and erning money fast to raen money I have to see all videos so plz update this game,4
Asphalt 8,Racing,high, this game is awsome i cant stop playing it. i like the cars they are awsome to. this is the best game in the world!(and there no hacks),5
Asphalt 8,Racing,high, Progress through coins and all very very slow.,4
Asphalt 8,Racing,high," the best game I have ever played on my smartphone, but it would be better to remove fusion coins",5
Asphalt 8,Racing,high, the quality is very inpresive i love the cars ond other stuff in the game,5
Asphalt 8,Racing,high, You making me very poor I love this game but your last upgrade doesn't make any sense and what's with the fusion? I want to sell most of my car's I don't drive them why can't I sell them you know I need the money...get it together guys I think you just trying it be greedy,5
Asphalt 8,Racing,high, The rest of the game is cool except that the store keep loading.,4
Asphalt 8,Racing,high, The graphics are so good and there many events and many many cars it's a great game,5
Asphalt 8,Racing,high, Awesome game and graphics and cool music every stage...,5
Asphalt 8,Racing,high, Wonderful experience in road tearing game amazing cars fun filled roads and very amazing tunes and a lot more more in game,5
Asphalt 8,Racing,high, It's no t too good game .I had a festival event and it had s class car when festival ended the game said that this car is not for sale! what is this gameloft !,2
Asphalt 8,Racing,high," I love the game but can u pls update this game like maybe getting some more musics i mean we all hear the same musics over and over again i mean like we love the musics specially me, really do love the musics, but need more musics.",5
Asphalt 8,Racing,high, Superb game with realistic graphics.controls are very good.i really enjoyed this game,5
Asphalt 8,Racing,high, Very good game but takes up lot of storage space,4
Asphalt 8,Racing,high, Events are not working on mobile data saying connect to wifi network please fix to works on mobile data then I will give 5stars,3
Asphalt 8,Racing,high, The graphics are v.very good it gives 60FPS on my phone and I love the stunts performed by the cars an bikes.,5
Asphalt 8,Racing,high, I cant even access the game..which on is down not completed after all my data?!? 😬😬😬 so....angry,1
Asphalt 8,Racing,high, I think that if asphalt 8 had the graphics of asphalt 9 the game would be sooo much better because asphalt 8 has good game play and asphalt 9 has good graphics this is what I want in asphalt 10,4
Asphalt 8,Racing,high," This is a very very good game.This is the best car game I played. You must download this game and play because this is a no 1 car game. If I can rate this game by 1000 stars, I am rate this 1000 stars",5
Asphalt 8,Racing,high, Incredible mini game but game load time takes too much time,5
Asphalt 8,Racing,high, Please bring season 9 farming lower the price of class s cars and allow new shop system to buy cards of seasonal cars,1
Asphalt 8,Racing,high, Powerful time killer with awesome graphics and good gameplay,5
Asphalt 8,Racing,high," INSANE PERFORMANCE ABSOLUTE GENIUS AN AMAZING GAME IDEA, FOD ALL AGES N BEST OF ALL IT'S ONLY FOR MALE AND FEMALE. Kick Ass Graphics Killer Moves For Sure One Of the Best Racing Games but For Sure its Superb in its kind!!!",5
Asphalt 8,Racing,high, This sucks you need internet connection so that you could upgrade your car and it just loads... Just put upgrading the car offline like before otherwise I'm just stuck,1
Asphalt 8,Racing,high, Best racing but your advert is boring cause even in the middle of live game its pop...............,5
Asphalt 8,Racing,high, this is a really great game nothing wrong with it all 5 stars all great keep on making games like this it might be on consale one day,5
Asphalt 8,Racing,high, The game is good but the multiplayer is not Coming on my mobile with my carrier network,4
Asphalt 8,Racing,high," Fun, and cures boredom. Although i wish for better graphics. Gameplay is great though.",5
Asphalt 8,Racing,high," A fantastic game,really fun, up I know no other like it,really cool, 5 stars",5
Asphalt 8,Racing,high," Please add back mirror and this game very really challenging, please add more Asia car, thanks for giving me happiness!! It's really fun 😊",5
Asphalt 8,Racing,high, The graphics are phenomenal for a mobile game!!!,5
Asphalt 8,Racing,high, you litteraly can't move forward in the game and in the tutorial it does'nt teach you anything it just puts you in the game and you just have to figure it out yourself,1
Asphalt 8,Racing,high, game is good but when we download 1.6GB Data why we should need to download others levels sapritly😔😔,2
Asphalt 8,Racing,high, This game is very interesting game hd graphics movie seen stunts crash all about..etc,5
Asphalt 8,Racing,high, It's the best racing game on mobile or tab and it's even better than asphalt 9 legends,5
Asphalt 8,Racing,high, Could not login no internet connection error is only problem i will not waist money fix this issues in MULTIPLAYER MULTIPLAYER MULTIPLAYER ISSUE MULTIPLAYER ISSUE MULTIPLAYER ISSUE FIX MULTIPLAYER ISSUE FIX MULTIPLAYER🙏,1
Asphalt 8,Racing,high, It too expensive and the upgrade menu should be offline with the fusion coin,1
Asphalt 8,Racing,high, Tired of spending money it would be nice to be given a promo or something specially for the amount of money iv spent on this game,1
Asphalt 8,Racing,high, Its good. One thing you guys can add is fast cars that are not expensive; add Ronaldo's car.,5
Asphalt 8,Racing,high," Best asphalt game. A game full of memories, I play this game since my childhood i.e. 2013. Undoubtedly the best Android racing game ever and it's better than Asphalt 9.",5
Asphalt 8,Racing,high, Everything is getting way too expensive Why do gameloft wants us pay money for this game i really hate this I am thinking of retiaring the game,3
Asphalt 8,Racing,high, Used to be a fun game now mp is empty and it is pay2win.,3
Asphalt 8,Racing,high, When I download the game it says 1101mb so I delete the game so I suggest you don't download the game whenever you download any game you should check review,1
Asphalt 8,Racing,high, I love This car game and it I'm playing it on high graphics and it's so good to play. I would recomend this for people who cant get asphalt 9😀,5
Asphalt 8,Racing,high, Good game but some of the stage r so difficult like Tokyo and great wall,4
Asphalt 8,Racing,high, I like this game so much it graphics and cars very nice it cars real speed,5
Asphalt 8,Racing,high," I installed the latest update and now the game seems to be having a glitch, it doesn't play anymore",1
Asphalt 8,Racing,high," Good game, but turning of cars are too expensive",3
Asphalt 8,Racing,high, awesome graphics.... smooth gameplay.. challenging levels...,4
Asphalt 8,Racing,high, Very very good no words to say nice graphics iand i feel it real brcause when we knock some where or knock some one wow super keep it up,5
Asphalt 8,Racing,high," Game is great, but the daily reward is not working.",3
Asphalt 8,Racing,high, This game is not working it just plays a demo then after it says loading bt it not going to start worst game Ever,1
Asphalt 8,Racing,high, I have a problem with MULTIPLAYER WHICH requires we use WIFI. You guys should allow us to use 4G networks also,4
Asphalt 8,Racing,high, Gameloft please restore your older version of game in which we can play Now the fusion coins really sucks,1
Asphalt 8,Racing,high," The best game ever for racing , I've been playing this from 2014 wonderful graphics and sound quality ....it is one of the best game for time pass ....",5
Asphalt 8,Racing,high, Just lost 200 of300 boosters 100 of 200 other boosters and all double tanks 280. Cool could have warned us to use them up..love the game but that was just dirty,5
Asphalt 8,Racing,high, Best game most of the cars are there and very good graphics.Ilove this game and gameloft,5
Asphalt 8,Racing,high," Share credited, token & fusion coin to other player make this option",1
Asphalt 8,Racing,high," Can't play the multiplayer game , server error!!!",2
Asphalt 8,Racing,high, It's a good game graphics and control are good I don't see any problem in this,5
Asphalt 8,Racing,high, It's great but the graphics aren't very good on my phone,4
Asphalt 8,Racing,high, Very nice & addictive game...Only disappointing thing is getting demoted while competing in seasons...very difficult to get promoted...,5
Asphalt 8,Racing,high, Downloading is very slow but good and graphics is well,5
Asphalt 8,Racing,high," Downloaded yesterday, it's not loading. There always an error message why is that plz I really want this game",3
Asphalt 8,Racing,high, Its The best racing game on mobile but sometimes the game has glitches,4
Asphalt 8,Racing,high, Great game love it the game just sometimes it's like the ultimate AI are meant to be unbeatable never make mistakes,5
Asphalt 8,Racing,high, I really love this game except for the fact that i cant use credits to pay for stuff that does not require credits,5
Asphalt 8,Racing,high, It is nice best graphics gameplay is nice control are fine,5
Asphalt 8,Racing,high, Very cool game... However one needs in App purchases to go far,5
Asphalt 8,Racing,high," Nice game but, data uses is more while playing.",5
Asphalt 8,Racing,high, really nice game for me because it is the only game i can play on chromebook with keybord support and mouse support,5
Asphalt 8,Racing,high, Anything is possible and without the usual in real ordered!,5
Asphalt 8,Racing,high, THE BEST Car racing game in human history. This game provides an alluring gaming experience and its graphics are eye appealing.,5
Asphalt 8,Racing,high, I love this game I've been playing last 2 years This is best Asphalt 8 and Asphalt 4 ever love you gameloft,5
Asphalt 8,Racing,high, Last update has many bugs .. I can't claim my rewards!!!,1
Asphalt 8,Racing,high, Amazing but a little less with the pay to win vibe,4
Asphalt 8,Racing,high, I love this game so much only one thing though It takes forever to make credits,4
Asphalt 8,Racing,high, It's so fun and there are many sports car in there.,5
Asphalt 8,Racing,high, It is very awesome game.In this game i most enjoyed the arcade mode. Thank you gameloft to invent this amazing game saala I ski behen ko chodo I ski maa ko chodo bur phard denge chod chod ke,5
Asphalt 8,Racing,high, Amazing game and the cars are rocking but there are some adds ❤❤😍,4
Asphalt 8,Racing,high," Superb.... just Awesome game I luv this game.... Wonderful sceneries, wonderful roads and the graphics.... just beautiful....",5
Asphalt 8,Racing,high, The graphics are super👍👍👍👌 and it is easy to earn the credits🙂 but the tokens are impossible to get😤😤😤,5
Asphalt 8,Racing,high," Amazing graphics, car designs ,models,different companies,sound, etc otherwise it's a nice game I LIKE IT¥¥¥",5
Asphalt 8,Racing,high, Great racing game! Best one I've played to date. Works great with my bluetooth MOGA controller.,5
Asphalt 8,Racing,high, The Cadillac cts-v coupe race car and ats-v coupe they are a lot of tokens can you make this game of those cars less money not less tokens.,4
Asphalt 8,Racing,high, It's better than asphalt 9 Legends I played both and my opinion goes to airborne not Legends,5
Asphalt 8,Racing,high, This game is so awesome the graphics are high on top man i can play this game the whole day without realizing is getting late,5
Asphalt 8,Racing,high, Installed this for multiplayer but it's not worth it even after such a huge downloadable content,1
Asphalt 8,Racing,high, This game is so realistic and it so fun because asphalt 8 airborne is beautiful and i want this game,5
Asphalt 8,Racing,high," I love this game, awesome, perfect display, High resulation.very clear Sharp display",5
Asphalt 8,Racing,high, This game graphic are very very ultra nice. I like this game graphic and and also I like this game racing,5
Asphalt 8,Racing,high, This game is actually an experience of a real car racing game and the graphics is realy assum. Download now imedatly and play😋🚧,5
Asphalt 8,Racing,high, Very interesting but it shows error occurred sometimes,4
Asphalt 8,Racing,high, Very excillent game .difficult to control but good .,5
Asphalt 8,Racing,high, Graphics are amazing! Great game. So real!,5
Asphalt 8,Racing,high," its super fun but one thing the bugs it always kicks, me out so creators please add a update",4
Asphalt 8,Racing,high," This game got all my attention, the graphics, controller they are amazing come and play what you are thinking.",5
Asphalt 8,Racing,high, This game is so entertaining and the graphics are amazing download for free now,5
Asphalt 8,Racing,high," Somethings wrong about Downloading the additional files it says ""The download cannot be completed"" How can i Fix this",1
