app_name,category,number_of_downloads,review_body,reviewer_ratings
Five Guys Burgers & Fries,Utilities,medium,"Credit card necessary At most places you're able to order online and click pay upon pick-up in store, but you can ONLY order online with a credit card. I have a gift card but cannot use that online either. Would be nice if there were alternate payment options for those of us that don't pay with credit.",1
Five Guys Burgers & Fries,Utilities,medium,"No potential for gluten free I would love to use this app, but there's no way for me to request that they change their gloves when making my burger. Any chance of getting a note added in so I can order ahead of time like everyone else?",1
Five Guys Burgers & Fries,Utilities,medium,wasnt pleased at all.... Tonight my friend and I ordered 25.00 worth of food tonight from the Greece location and we called it in ahead of time then we get there and they never brought our slip up front so they hadn't started cooking it then they had it done in five mins...it wasn't cooked all the way. Very sloppy and there...Full ReviewTonight my friend and I ordered 25.00 worth of food tonight from the Greece location and we called it in ahead of time then we get there and they never brought our slip up front so they hadn't started cooking it then they had it done in five mins...it wasn't cooked all the way. Very sloppy and there was so much Greece the buns to the burger we're so sloppy it was really ridiculous.. Never again,1
Five Guys Burgers & Fries,Utilities,medium," Starting with version 3.0.11.601041609 (Feb 07, 2016) the app required a host of new, unexplained - and downright questionable - permissions. Why would this app need these permissions:     read/modify/delete the contents of your USB storage     access Bluetooth settings/pair with Bluetooth devices  ...Full ReviewStarting with version 3.0.11.601041609 (Feb 07, 2016) the app required a host of new, unexplained - and downright questionable - permissions. Why would this app need these permissions:     read/modify/delete the contents of your USB storage     access Bluetooth settings/pair with Bluetooth devices     set an alarm     view Wi-Fi connections/view network connections/connect and disconnect from Wi-Fi     prevent device from sleeping The previous version (2.3.2.412041556) had only 4 permissions, all of which made perfect sense for locating a Five Guys and placing an order. It is in very poor taste that Five Guys thought their user base didn't deserve an explanation for why they suddenly needed such unrestricted access to our devices & information. At the time of this review, the only explanation provided (if you could call it that) was: ""Support for new in-restaurant technologies"". I can't imagine that, at no point during the development & testing of these new features, not one employee thought an exponential increase in required permissions warranted any explanation beyond 5 words. I'm very disappointed Five Guys.",2
Five Guys Burgers & Fries,Utilities,medium,Decent app PLEASE GIVE THE OPTION TO HAVE FRIES PRE MADE (BEFORE PICKUP). I Appreciate the commitment to crispyness...but some of us only downloaded this app so that we could arrive and leave the store in under 50 seconds. Thank you,4
Five Guys Burgers & Fries,Utilities,medium,"What's the point? They don't start making it until you show up and tell them, so you have to wait in line anyway.",1
Five Guys Burgers & Fries,Utilities,medium,Crap Should be able to view menu and other info without creating a profile. Why should I have to log in to see anything. Guess that makes my decision whether or not to give them a try.,1
Five Guys Burgers & Fries,Utilities,medium,"The people R so good, that I went to pay and mis-placed my card and the Man The Guy's R so good that went to pay with my card & mis-place it, (my work pants) Well ,  the guy said don't worry  about it  I'll C U next time when U come in. !   I said. Wow Now that's Cool. ~. Thanks",5
Five Guys Burgers & Fries,Utilities,medium,Long hold on an option to choose extra options They even say it when choosing your items. Best app ever.,5
Five Guys Burgers & Fries,Utilities,medium,Private data much?! Please explain to us why you need a ton of new private data all of a sudden.,1
Five Guys Burgers & Fries,Utilities,medium,This used to be awesome!! Why would this app possibly need access to my photos and bluetooth connection information?  I have chosen to uninstall.,3
Five Guys Burgers & Fries,Utilities,medium,Win This app actually found my phone number when I had to do the obligatory subscription. This I found helpful if a little creepy.,5
Five Guys Burgers & Fries,Utilities,medium,"Uh oh I gained 20lbs using this app.. and anyone reading this remember; rate the app, not the food. This isn't yelp.",5
Five Guys Burgers & Fries,Utilities,medium,"Wrong price The app is double charging for bacon cheeseburgers.  The price of the bacon cheeseburger includes the bacon already, but the app is adding bacon a second time for another $1.00.  this has happened multiple times.  I didn't realize this was happening until I ordered in the store and it was less than ...Full ReviewThe app is double charging for bacon cheeseburgers.  The price of the bacon cheeseburger includes the bacon already, but the app is adding bacon a second time for another $1.00.  this has happened multiple times.  I didn't realize this was happening until I ordered in the store and it was less than normal.",1
Five Guys Burgers & Fries,Utilities,medium,Where is the shake update? This app has had plenty of time to add the shakes to their menu. No time savings if you want to order a shake. Guess I'll stop by Culvers on the way to five Guys.,3
Five Guys Burgers & Fries,Utilities,medium,App order don't work I placed a order on the app and charged card. Got confirmation email saying it would be ready in 10 min from the time I ordered. Got to the store and had no order on their system.,1
Five Guys Burgers & Fries,Utilities,medium,Does what it says I'd like to be able to use my gift card with this app.  It's how I budget my lunches.  I like being able to set my pickup time in the morning and pick up my lunch at noon.,3
Five Guys Burgers & Fries,Utilities,medium,Perfect! Convenient time saver for fantastic food. Never have had a problem with my order being ready.,5
Five Guys Burgers & Fries,Utilities,medium,"Would love but... Your food makes me, my wife, and my son incredibly sick for many days when we ate your ""food"". I have only eaten your ""food"" 3 times. One of those times your garbage made me so sick I crapped myself at Target, a big mac doesn't even do this to me. Your food is poison, plain and simple. it is also IN...Full ReviewYour food makes me, my wife, and my son incredibly sick for many days when we ate your ""food"". I have only eaten your ""food"" 3 times. One of those times your garbage made me so sick I crapped myself at Target, a big mac doesn't even do this to me. Your food is poison, plain and simple. it is also INSANELY expensive, over $20 for two burgers 1 order of fries and 2 drinks is ABSOLUTELY NUTS. Notice how HUGE LAZY DISGUSTING people all 5 stared this? Hey, you shouldn't be eating there in the first place fatty.",1
Five Guys Burgers & Fries,Utilities,medium, Useless - crashes as soon as you add the first burger to your order.,2
Five Guys Burgers & Fries,Utilities,medium,"Security warning Why does it need access to my photos, media and files??? For safety I'm Un-installing this.",1
Five Guys Burgers & Fries,Utilities,medium,"It works! Downloaded app, ordered food made my way, and paid in under 4 minutes. Couldn't be better.",5
Five Guys Burgers & Fries,Utilities,medium,Whats the point? Local stores now make me stand in line to check in while my burger sits on the fry warmer going stale? Might as well just order in store.,3
Five Guys Burgers & Fries,Utilities,medium,I love food This is a great app because I work not far from a shopping center so i can order and pick up and not waste time.,5
Five Guys Burgers & Fries,Utilities,medium,Payment option Love this app! I just wish I could have a choice to either pay with my card over the app or pay with cash when I pick up my order,4
Five Guys Burgers & Fries,Utilities,medium,"Works amazingly well!! Downloaded the app... placed the order... and drove straight to the 5 Guys. I was greeted as I entered the the place with a ""HI GARY"" . Order perfect slam dunk. :)  5 stars...",5
Five Guys Burgers & Fries,Utilities,medium,Almost there Love the new UI update! Cash and pay in store option needed.,4
Five Guys Burgers & Fries,Utilities,medium,Great The only thing missing is being able to skip to the head of the line.,4
Five Guys Burgers & Fries,Utilities,medium," This app made my hand greasy ,  like their food.",5
Five Guys Burgers & Fries,Utilities,medium,Doesn't take my money Can't add any credit card to my account it keep deleting my information when I try saving it don't you want my money? For now I'm just going to uninstall your app and go to kopps,1
Five Guys Burgers & Fries,Utilities,medium,"API call fail errors Unable to use at all, fatal errors.",1
Five Guys Burgers & Fries,Utilities,medium,Simple with nicely done interface I can place an order for 5 people in about a minute to a minute an a half.   Very nicely done interface.,5
Five Guys Burgers & Fries,Utilities,medium,Good but could but improved Fast and easy ordering but wish I could select to have my fries cooked ahead of time or be able to enter a comment for an item,4
Five Guys Burgers & Fries,Utilities,medium,Johnnyrotten So easy and go right to pick up. No waiting!!,5
Five Guys Burgers & Fries,Utilities,medium,Need speaial instructions area Need extra tab so i can get my fries well done and extra bacon on my burger,5
Five Guys Burgers & Fries,Utilities,medium,"Right track, no gift cards Works well but you can't use gift cards which makes it much less useful for me.",3
Five Guys Burgers & Fries,Utilities,medium,It's the way to go It's simple and easy. I use the app every time before stopping by Five Guys. Never missed my order.,5
Five Guys Burgers & Fries,Utilities,medium,"Menu!!! I still don't understand why the restaurant has ""cheese dogs"" without an option for chili...  You may as well have chocolate chip cookies with no milk!!!",1
Five Guys Burgers & Fries,Utilities,medium,"Great customer service When I mentioned I made an online order, my food was ready in an instant. Gotta love it!",5
Five Guys Burgers & Fries,Utilities,medium," Crashed, tried uninstall / reinstall...failed",1
Five Guys Burgers & Fries,Utilities,medium,The best! This is great! Best burgers ever and I can order and pay for it on my phone! What else could you ask for?!?,5
Five Guys Burgers & Fries,Utilities,medium,It works 👍 I placed my order and it was ready at the time it was on the receipt in maybe a few seconds earlier.,5
Five Guys Burgers & Fries,Utilities,medium, Option to pay cash or pay in store needs to be added,2
Five Guys Burgers & Fries,Utilities,medium,"No pay with cash option? Can't pay with cash, only a card. Unless it's changed since last week.",2
Five Guys Burgers & Fries,Utilities,medium,"Payment Options Works good , no cash option.",4
Five Guys Burgers & Fries,Utilities,medium,Only for location and ordering No real menu. Needs pictures of food and prices.,2
Five Guys Burgers & Fries,Utilities,medium,Easy to Use Straight to the point.  Easy to order.  Just wish I could place am order then pay in person.,5
Five Guys Burgers & Fries,Utilities,medium,Needs remember me option No reason in the world to need to be logged into this app for weeks.,1
Five Guys Burgers & Fries,Utilities,medium,New Collierville TN not included Doesn't show new location,2
Five Guys Burgers & Fries,Utilities,medium,Ordering Why isn't there an option to pay in cash.... Now im uninstalling,1
Five Guys Burgers & Fries,Utilities,medium,Delicious burgers One of the best burger and fry joint's in town. Great value !,5
Five Guys Burgers & Fries,Utilities,medium,"Love the app The app is great, but could really use a redesign. Especially the icon",5
Five Guys Burgers & Fries,Utilities,medium,FOODS The joy and personnel they have their.,5
Five Guys Burgers & Fries,Utilities,medium,I want to work at Five Guy's. I love being on a well organized team. Photographer,5
Five Guys Burgers & Fries,Utilities,medium,Five guys app Best thing ever,5
Five Guys Burgers & Fries,Utilities,medium, Five Guys ROCKS!,5
Five Guys Burgers & Fries,Utilities,medium,Love it Works well! Rate the app not the food you noobs!,5
Five Guys Burgers & Fries,Utilities,medium,Smooth experience The app is as good as the food and the service.,5
Five Guys Burgers & Fries,Utilities,medium,Deletes card info Ruins the convenience of the app,2
Five Guys Burgers & Fries,Utilities,medium, Very easy to use love the app,5
Five Guys Burgers & Fries,Utilities,medium,Love  5 Guys Best B,5
Five Guys Burgers & Fries,Utilities,medium,Love their food The best,5
Five Guys Burgers & Fries,Utilities,medium," Easy to use, great app.",5
Five Guys Burgers & Fries,Utilities,medium,Roosevelt j@com I love it,5
Five Guys Burgers & Fries,Utilities,medium,Luv it! Fast & easy to use!,5
Five Guys Burgers & Fries,Utilities,medium,Get it! This awesome!,5
Five Guys Burgers & Fries,Utilities,medium,Love it! Awesome app!,5
Five Guys Burgers & Fries,Utilities,medium, Useless,1
Five Guys Burgers & Fries,Utilities,medium, Love their food,5
Five Guys Burgers & Fries,Utilities,medium,Simple Simple and works great,5
Five Guys Burgers & Fries,Utilities,medium, Loving it.  Great,5
Five Guys Burgers & Fries,Utilities,medium, Great app,5
Five Guys Burgers & Fries,Utilities,medium, Mmmmmmmm,4
Five Guys Burgers & Fries,Utilities,medium, Kool,5
Five Guys Burgers & Fries,Utilities,medium, Nice,5
Five Guys Burgers & Fries,Utilities,medium, Enjoyable,5
Five Guys Burgers & Fries,Utilities,medium,Brilliant Works fine. Best of all it allows you to completely skip the long line. Just go to the pick up side and tell them you have an online order. They start making the fries and toy have your food in just a couple moments.,4
Five Guys Burgers & Fries,Utilities,medium,"Fyi When you place orders, when you go to 'pay' dont push pay with card. Hit the blank space above it.",5
Five Guys Burgers & Fries,Utilities,medium,Great app Easy to use... Makes getting the food that much faster... Would love to see some coupons added,5
Five Guys Burgers & Fries,Utilities,medium,Totally Easy This app is almost to easy to use I Love It..... ordering and pricing on this app are to do and understand. Don't change a thing :),5
Five Guys Burgers & Fries,Utilities,medium,"Great app Would love to see an option for lite or extra toppings, such as ""lite ketchup or extra pickles"". Otherwise a very simple and easy-to-use app.",4
Five Guys Burgers & Fries,Utilities,medium,Doesn't work Doesn't work for the Bozeman location yet.,1
Five Guys Burgers & Fries,Utilities,medium, Not working on my HTC one,1
Five Guys Burgers & Fries,Utilities,medium,Great Easy app... great burgers.,5
Five Guys Burgers & Fries,Utilities,medium, Excellent app. Nice and easy. Very flexible with ordering for the future.,5
Five Guys Burgers & Fries,Utilities,medium,Best fast food The app works well and is a great way to skip the line.,5
Five Guys Burgers & Fries,Utilities,medium,Great app Gets me to my delicious 5 guys faster.,5
Five Guys Burgers & Fries,Utilities,medium,"Breakfast Some stores offer breakfast, need to add to app.",3
Five Guys Burgers & Fries,Utilities,medium,Holy cow This app is the balls. :D,5
Five Guys Burgers & Fries,Utilities,medium,"Best Restaurant Ordering App I've Used The Five Guys app is very clean and easy to use. I'v tried a handful of the chain restaurant apps, and this one is my favorite. Simple and straightforward to place an order. I'm holding on to the 5th star until the order timing in the store is improved. It seems to be a best effort approach. As far ...Full ReviewThe Five Guys app is very clean and easy to use. I'v tried a handful of the chain restaurant apps, and this one is my favorite. Simple and straightforward to place an order. I'm holding on to the 5th star until the order timing in the store is improved. It seems to be a best effort approach. As far as I can tell, my order just gets in line with everyone else at the store. I think that is great. Just give me a status. Tell me my order has been received. Tell me when it will be ready. The 10 minutes I spent waiting in the store on Friday are understandable, but I would have much rather spent that time doing something else. I was not entirely sure my order was being prepared. Still a great app that I will continue to use.",4
Five Guys Burgers & Fries,Utilities,medium,Its ok It is full featured but requires a credit card. I pay cash so this app is worthless to me. If ordering with coworkers it would also be worthless for the same reason. Wouldn't they prefer an 11 person order be done electronically than clogging up their lines with people? I guess not,2
Five Guys Burgers & Fries,Utilities,medium,"I can't use this app without turning on location Why do I have to turn on location services to use this app? I know where the nearest Five Guys is. I know their address. I keep GPS off at all times and am irritated that in order to order to use this app it must be turned on. Without location turned on, it just lags and says ""waiting for location"" ...Full ReviewWhy do I have to turn on location services to use this app? I know where the nearest Five Guys is. I know their address. I keep GPS off at all times and am irritated that in order to order to use this app it must be turned on. Without location turned on, it just lags and says ""waiting for location"" for eternity. Fix it.",1
Five Guys Burgers & Fries,Utilities,medium,Works great Yiss so glad to see this redesign! I shall now buy EVEN MOAR BURGER. Though I will say some buttons are awkwardly placed - search stuff should be in the ActionBar.  Also please update your screen shots.,5
Five Guys Burgers & Fries,Utilities,medium,"Easy ordering But doesn't really save any time. They don't cook the frys until you arrive so I end up waiting almost as long as if I had just ordered in store. And if traffic is bad my burger sits and gets cold, and sits longer while frys are cooked. I guess I'd rather just order in store.",4
Five Guys Burgers & Fries,Utilities,medium,Would give 5 but. . . Wants me to pay in the app with credit card. I don't always want to use my credit card. Would like to just order and pay at the store,4
Five Guys Burgers & Fries,Utilities,medium,"Crashes always after choosing toppings. Also, don't freeze the app while getting location, let user enter it.  Then, only if necessary, let user login AFTER building the order.",2
Five Guys Burgers & Fries,Utilities,medium,Needs update First thing the app wants is my location. You don't need my location I just need yours. I know where your at. Stop asking for my lo still,2
Five Guys Burgers & Fries,Utilities,medium,"Four out of five Great app, but PLEASE remove the requirement that location must be enabled to use it.  I already know where the nearest Five Guys is.  I always leave GPS and location services turned off for privacy reasons and I hate being forced to turn it on just to use this app.  There needs to be a way to searc...Full ReviewGreat app, but PLEASE remove the requirement that location must be enabled to use it.  I already know where the nearest Five Guys is.  I always leave GPS and location services turned off for privacy reasons and I hate being forced to turn it on just to use this app.  There needs to be a way to search by zip code or something.  Right now, if you don't have your GPS on, the app just hangs when you start it.",4
Five Guys Burgers & Fries,Utilities,medium,"Needs memo line Love the app but it's missing a couple of critical features: (1) phone numbers for the locations, (2) the ability to request extra or light toppings. I like the Cajun seasoning, but full flavor overwhelms me, so I order light seasoning; there's no way to do that with this app! (And no direct link to...Full ReviewLove the app but it's missing a couple of critical features: (1) phone numbers for the locations, (2) the ability to request extra or light toppings. I like the Cajun seasoning, but full flavor overwhelms me, so I order light seasoning; there's no way to do that with this app! (And no direct link to a phone number to call and modify it!)",4
Five Guys Burgers & Fries,Utilities,medium,"So many missing and not new locations What good I'd an app like this when the database for locations is not up to date. Two locations that have been opened for well over two year that I know of aren't listed. And of course they are the ones that I would order from.  Great idea, just get your act together. There is no reason that a locat...Full ReviewWhat good I'd an app like this when the database for locations is not up to date. Two locations that have been opened for well over two year that I know of aren't listed. And of course they are the ones that I would order from.  Great idea, just get your act together. There is no reason that a location shouldn't be listed. Specially since three both have signs about the app.",2
Five Guys Burgers & Fries,Utilities,medium,"It doesn't do anything for me At startup the screen is frozen at 'Waiting for current location...' which isn't available because I don't have location turned on, and I'm not going to change it for the Five Guys app.  Why not just allow me to login, or even enter a zip code?  Too sensible, I guess...  Goodbye",2
Five Guys Burgers & Fries,Utilities,medium,"Doesn't need an app! I can't get the app to work, it just hangs on trying to find my location. I went to my browser, logged in and ordered, went to the store and picked it up and the app was still trying to figure out where I was. I wish it would just default to my online login, let me set my location and not try to fin...Full ReviewI can't get the app to work, it just hangs on trying to find my location. I went to my browser, logged in and ordered, went to the store and picked it up and the app was still trying to figure out where I was. I wish it would just default to my online login, let me set my location and not try to find it every goddamned time.    HOWEVER.  The online ordering - by home PC or via my cell phone carrier- was so streamlined and seamless! And quick! After you've submitted your order, it says it will be ready for pickup in 10 minutes. I'm about that far away, and it's ready to go when I get there. The menu was easy, adding extras to a burger was everything you would want - click a topping, then it asks you: regular, light or extra? For each one. I only give this 3 stars because there's no need for the app. Online ordering works better than any ordering app I've used across the board.   The app for this sucks. I'm glad I don't need it.",3
Five Guys Burgers & Fries,Utilities,medium,Stuck at the beginning It says looking for location and never does anything else I have used this app once it was cool that one time that's it... fix that and it would be great,3
Five Guys Burgers & Fries,Utilities,medium,"App works but the restaurant doesn't 1st time I used this it worked great. All of tge following attempts to use this, there have been problems on the restaurant's end of things. Store # FL - 0487 just can't follow through.",1
Five Guys Burgers & Fries,Utilities,medium,Errors with payment Forgot my card info and when I tried to re enter it wouldn't work. Tried three cards ! Love the food hate the app,1
Five Guys Burgers & Fries,Utilities,medium,Order at the store The problem really isn't with the app. Its the store that didn't communicate with themselves. Sat around waiting longer than if I had just ordered at register,2
Five Guys Burgers & Fries,Utilities,medium,"Great place to eat, app doesn't work. I dunno why, but the app didn't work correctly on my stock galaxy s3. Burgers default with toppings that cannot be unchecked. Green peppers would toggle ketchup, lettuce could only be removed after un checking everything else.",5
Five Guys Burgers & Fries,Utilities,medium,"The app worked but the restaurant didn't I ordered with the app, the store got my order but never made the food.  In fact they started serving people who came in after me. What's the point of pre ordering? Save yourself the hassle and order at the register.",2
Five Guys Burgers & Fries,Utilities,medium,G+ sign in and Wallet support! Let me sign in with my Google profile and pay using Google's secure payment system. Works great otherwise!,4
Five Guys Burgers & Fries,Utilities,medium,"Easy to use It was easy to select choices.  The different items were well organized (burger choices together, fry choices together).  The store had my burgers ready, and cooked my fries when i got there, so approx 5 minute wait at restaurant.",4
Five Guys Burgers & Fries,Utilities,medium,"Crashes As soon as I try to add an item to the order, the app crashes and closes. Can't use it for what it's made for... What's the point? Motorola Moto X",1
Five Guys Burgers & Fries,Utilities,medium,"Needs improvement I wish it had the option to modify with comments.... Also payment, you cannot pay later, but what if it wasnt what you ordered &  you have paid already...",1
Five Guys Burgers & Fries,Utilities,medium,User friendly I was a little hesitant to ordering using a mobile app but it was very easy and extremely user friendly.,5
Five Guys Burgers & Fries,Utilities,medium,What's up with surcharges. Gomobo charges my credit card $1 for ordering through this app.  That's a steep surcharge for a $10 order. App should tell you about the fee and have you confirm that you agree to the extra charge.,1
Five Guys Burgers & Fries,Utilities,medium,"Just great Food is awesome,  I don't eat beef. Love there grilled cheese w/ bacon medium fry (with salt) and a medium fruit punch",5
Five Guys Burgers & Fries,Utilities,medium,Gift cards? This app will get 5 stars from me once I can add a GIFT CARD as a method of payment.,2
Five Guys Burgers & Fries,Utilities,medium,"Love the place,  now love the app Ordering online was already easy,  but this just made it easier! Love five guys and love the app!",5
Five Guys Burgers & Fries,Utilities,medium,"Chef Jersey Would love to add extra items but great app, no waiting",5
Five Guys Burgers & Fries,Utilities,medium, No wait except for fries because they make them fresh.,5
Five Guys Burgers & Fries,Utilities,medium, Doesn't get your food any faster. App icon is blurry on Nexus 5. Requires location to order.,1
Five Guys Burgers & Fries,Utilities,medium,"Force closes when selecting payment Tried to put an order together, every time I hit ""Pay for your order"" it instantly force closes every time. Sprint LG G3.",1
Five Guys Burgers & Fries,Utilities,medium,Convince Love this burger joint! Beats McDonald's anyday! This app is the best for a quick fresh meal only Five Guys can cook up,5
Five Guys Burgers & Fries,Utilities,medium,Dont see any benefit I placed my order pay for it go to the resteraunt then they start cooking the food. Could have just placed my order there.,2
Five Guys Burgers & Fries,Utilities,medium,Hungry I get hungry just seeing this app,5
Five Guys Burgers & Fries,Utilities,medium,Awesome app! Makes it easy and fast to order so when you get there a few minutes later its ready for you! Great food.,5
Five Guys Burgers & Fries,Utilities,medium,"Burgers plus! Great app.!..I just walk into the store, tell them my name and I'm out and happy!",5
Five Guys Burgers & Fries,Utilities,medium,works great and easy to use app.. works really great and i go straight to the pickup window and get my food nice and hot . The app is easy to use..,5
Five Guys Burgers & Fries,Utilities,medium,User Friendly Very simple to navigate. Clean interface. No problems I have come across. Great job to the developer!!,5
Five Guys Burgers & Fries,Utilities,medium,"Almost Waiting for current location... I don't need you to find my current location, I need to order from my usual place.  Might as well un install.",2
Five Guys Burgers & Fries,Utilities,medium,"Force closes on payment Used to work great, but on my s4 after the last update the app force closes when proceeding to the select payment as screen.",2
Five Guys Burgers & Fries,Utilities,medium,Great food Five guys is a nice clean place to dine in or take out.The food is great the service is great. One of my favorite places to eat.♨,5
Five Guys Burgers & Fries,Utilities,medium,"Works! Works well, able to order and go pick up in short amount of time. No problems.",5
Five Guys Burgers & Fries,Utilities,medium,"Easy to use, love this app! Best ever!",5
Five Guys Burgers & Fries,Utilities,medium, Remove the location requirement if you have favorite locations saved and it would be 5 stars.,3
Five Guys Burgers & Fries,Utilities,medium,"Samsung Note 3 Clean design, easy and fast to make orders without problems.",4
Five Guys Burgers & Fries,Utilities,medium,Love it Love the ease of using the app!  Saves my favorite order which is really convenient.,5
Five Guys Burgers & Fries,Utilities,medium,Very Convenient Keeps track of favorites. Easy to use and gets the job done.,4
Five Guys Burgers & Fries,Utilities,medium,"Needs work Please make it easier/possible to use ""favorited"" orders.",2
Five Guys Burgers & Fries,Utilities,medium,Can't rate yet But if this a good app and food tastes good then it's a five start for me,1
Five Guys Burgers & Fries,Utilities,medium, Very easy and simple to use. Perfect to lessen the wait time for to go orders.,5
Five Guys Burgers & Fries,Utilities,medium,Five guys Love this app it's so convenient and five guys is the best it's quality food,5
Five Guys Burgers & Fries,Utilities,medium, Can't order a BLT!!!,3
Five Guys Burgers & Fries,Utilities,medium, This app makes it easy to order the greatest burgers and fries imaginable.,4
Five Guys Burgers & Fries,Utilities,medium,Never loads Always crashs,1
Five Guys Burgers & Fries,Utilities,medium,"Good app Does the job, order correct, simple to use, and it's free.",5
Five Guys Burgers & Fries,Utilities,medium,"Great app Needs to add new location Tukwila, WA",4
Five Guys Burgers & Fries,Utilities,medium,Awesome! I use it every time I go. Great app!,5
Five Guys Burgers & Fries,Utilities,medium,Best app Good food needs a good order system,5
Five Guys Burgers & Fries,Utilities,medium, Great to save orders and have them be ready for pickup,5
Five Guys Burgers & Fries,Utilities,medium,Good eating love their burgers the greatest.,5
Five Guys Burgers & Fries,Utilities,medium,"High five Well done, in all areas.",5
Five Guys Burgers & Fries,Utilities,medium,Cajun fries The app works for me.,5
Five Guys Burgers & Fries,Utilities,medium,Easy App I love 5 guys,5
Five Guys Burgers & Fries,Utilities,medium,Five Guys The best burgers and fries,5
Five Guys Burgers & Fries,Utilities,medium, Never got past searching for current location,1
Five Guys Burgers & Fries,Utilities,medium,Awesome app I love this place!,5
Five Guys Burgers & Fries,Utilities,medium,Burger Lover Best burgers in the world!,5
Five Guys Burgers & Fries,Utilities,medium, They are freshest and surprised the fries are deliciously!!!,5
Five Guys Burgers & Fries,Utilities,medium,Good food App works well,5
Five Guys Burgers & Fries,Utilities,medium,Love it Great food great app,5
Five Guys Burgers & Fries,Utilities,medium,Good Fast and easy to use.,4
Five Guys Burgers & Fries,Utilities,medium, Awesome app easy to use,5
Five Guys Burgers & Fries,Utilities,medium,Awesome Love it as much as the food,5
Five Guys Burgers & Fries,Utilities,medium, I love five guys,4
Five Guys Burgers & Fries,Utilities,medium,Great app Easy to use,5
Five Guys Burgers & Fries,Utilities,medium,Perfect little app Efficient,5
Five Guys Burgers & Fries,Utilities,medium, The best burger in town,5
Five Guys Burgers & Fries,Utilities,medium,Excellent!! Really need a explanation?!?,5
Five Guys Burgers & Fries,Utilities,medium, Great app!,5
Five Guys Burgers & Fries,Utilities,medium, Oyy,5
Five Guys Burgers & Fries,Utilities,medium, Yum,4
Five Guys Burgers & Fries,Utilities,medium, Sucks,1
Five Guys Burgers & Fries,Utilities,medium, Likely,5
Five Guys Burgers & Fries,Utilities,medium, Works great.,4
Five Guys Burgers & Fries,Utilities,medium, Works great,5
Five Guys Burgers & Fries,Utilities,medium, Great place,4
Five Guys Burgers & Fries,Utilities,medium, Fast ordering,5
Five Guys Burgers & Fries,Utilities,medium,Excellent Awesomeness,5
Five Guys Burgers & Fries,Utilities,medium,Awesomeness Great,5
Five Guys Burgers & Fries,Utilities,medium,Love it Awesome,5
Five Guys Burgers & Fries,Utilities,medium, Great..,5
Five Guys Burgers & Fries,Utilities,medium, Great,4
Five Guys Burgers & Fries,Utilities,medium,Good app to get great food ,5
Five Guys Burgers & Fries,Utilities,medium,No issue ,5
Five Guys Burgers & Fries,Utilities,medium,Map is not accurate. ,2
Five Guys Burgers & Fries,Utilities,medium,Good app! Order food on your way to give guys! Would like the ability to see and  edit my favorites before ordering...,4
Five Guys Burgers & Fries,Utilities,medium,"Good app, wish the ordering process was actually better though. I love the app as I love Five Guys, and you definitely need to order online and pickup as it gets crazy there.  However, I wish you didn't have to enter a credit card in order to order online, I wish it would allow cash pick ups.  Especially since sometimes I have cash on me and don't feel like char...Full ReviewI love the app as I love Five Guys, and you definitely need to order online and pickup as it gets crazy there.  However, I wish you didn't have to enter a credit card in order to order online, I wish it would allow cash pick ups.  Especially since sometimes I have cash on me and don't feel like charging anything.  Also, when I save an order as a favorite, next time I'm in the app I can't actually access favorites.  Will give 5 stars when this is something that can be done.",3
Five Guys Burgers & Fries,Utilities,medium,Saved orders While the app tells you you can save an order to quickly reorder it later there is no way to actually do so.  You can look at your past orders total cost but not simply reorder it.  Please get this feature working as we almost always order the exact same thing every time.,4
Five Guys Burgers & Fries,Utilities,medium,"Better to order online I set up an order on this app and asked that it be ready 45 mins later for pick up. When I arrived to the restaurant, and let them know I was there, they informed me that not only had the ticket not printed on their end until my arrival, but that the app had also changed my ready time to 40 mins pas...Full ReviewI set up an order on this app and asked that it be ready 45 mins later for pick up. When I arrived to the restaurant, and let them know I was there, they informed me that not only had the ticket not printed on their end until my arrival, but that the app had also changed my ready time to 40 mins passed my requested time. They said they run Ingo this all the time, and recommend ordering from their website (at least until the app is better).  So we got to stand around and wait for our entire order to be made.",1
Five Guys Burgers & Fries,Utilities,medium,"No explanation for 'All the way' One of the topping options is 'All the way' but no explanation to what is included. Plus for the veggie it automatically generated some toppings for me. So when I selected all the way and didn't delete the toppings it auto-filled, they didn't make my order so I still had to wait!",3
Five Guys Burgers & Fries,Utilities,medium,"Simple App for A Simple &Delicious Burger It's easy to use, but I'm not a person who has the need to special order a burger. It lists all the options to put on your burger, you either want them or not. I've never had issues with the app working or crashing either.",5
Five Guys Burgers & Fries,Utilities,medium,"Easy ordering, no cash option The app works really great (Galaxy S4) and ordering was fairly intuitive.  The app did a good job of detecting my closest restaurant.    My only real complaint is that I want to have the option of paying cash when I get to the store.  -1 star for that missing feature.",4
Five Guys Burgers & Fries,Utilities,medium,crashing for over a month Been crashing on me for over a month.  Used to work great.  I reported the crash at least 20x so far no luck. Have not ordered one since.  Dont like to wait in line. Using galaxy s3,2
