,author_name,review_date,reviewer_ratings,review_body
288,Wattnxt,"January 15, 2019",1,Do the Devs actually USE the app? OK.  I've done my due diligence and reported bigs over and over.  
289,Hijklmn8964,"July 24, 2019",5,Got hacked and now my account is locked. Someone logged into my account and made a post. Facebook realized it wasn’t me so they locked my account. Too bad they locked it up so much I can’t even get into it. I have sent two messages to them to report it and I’ve heard NOTHING. I’ve had this account for 10 years!! It has priceless memories and friends on it. There’s a glitch when trying to unlock the account after asking if I made certain posts. It pulls up an error message. I’ve tried on the computer also. I even tried not marking the post that the other person made. Very disappointed in the lack of fixing this problem and the total lack of customer service.
290,granny dont like,"December 3, 2017",2,"Passwords In the last 3 weeks I have had to change my password about 13/14times. Every time I open the email account attached to FB I have a notice telling me that someone from the same town, every time, is trying to log in to my account. Why is that person not automatically blocked? I have changed the password so many times that I have had to start a separate file on paper to remember which one is current! Now, even though I do not want FB on my phone I have download it to my phone to be able to post pictures when I have been doing it for years without having FB on My phone.  I don't use my phone as my computer. I have a laptop & a desktop!! My phone is used as just that A PHONE!! I don't stick my nose in my phone every 5 minutes to see what is going on! Not impressed right now & seriously thinking of dumping FB all together!"
291,CapnFalcon69,"December 13, 2017",1,"It wont let me rate it zero stars -typing out a very long comment, I left the app to acquire a source/more information, when I get back not only is the app not on the post anymore but the comment I have been working on for some time has been deleted. Extremely frustrating when you have been working so hard to get a point across to someone."
292,MarschelleC,"January 26, 2019",3,"Turning off Updates from Friends doesn’t work The app is stable but it updates so much I can’t keep up and never seems to fix the issues I have. One thing that needs to be fixed for sure is notification settings not listening to my preference on updates from friends. I am fine with getting notifications from others if they’ve tagged me in things or have commented on something of mine. That’s why I have those notifications ON. However, if I have the notification setting turned OFF for miscellaneous things such as a friend sharing a photo or updating their status I should not keep getting notifications from that ESPECIALLY when it has nothing to do with me. My updates from friends settings are turned off for a reason. It’d be helpful if that were fixed. Thanks."
293,MzPinkLady,"June 6, 2019",2,"Features not being updated Hello, I’ve been having issues with the updates not actually updating within my app for my account!! It’s been over six months since the Music feature for Stories has been removed. I had it after you guys released it last year but I did the update that followed that one and ever since then, it’s no longer available. I don’t have that Sticker as an option inside my Stories!!"
294,Tom58281848,"April 27, 2020",2,"Mediocre at best I mean it works but kind of doesn’t. My notifications for posts in the different groups I’m in haven’t worked for about a month now. I’ve reported the issue multiple times, deleted the app and reinstalled, logged out and back in, checked all my settings manually one by one and have tried all the methods from google searches. Still doesn’t work no matter what I do so I’ve basically given up hope they’ll ever work again. Forgot to mention all of the clearly fake scam ads in marketplace that overtake others legit ads, from $1500 mint condition F150’s to inspection stickers people try to sell. I always report the obviously fake scam ads hoping they’ll do an ip ban or something, nope the very next day there’s all the ads again just relisted by these horrible people that want to screw you over. I think that’s it, hope this stuff is fixed soon."
295,V3nus 17,"February 9, 2020",2,"Notifications and Posts Y’all need to fix the chronology of posts. Some posts I don’t even see until days after it’s posted. Somebody would post something on Wednesday, but I wouldn’t even see it until Saturday or something. I don’t want to see what people comment on unless it’s my posts. Could y’all take that away just like y’all took away the ability for us to see posts that our friends liked? It helps a lot especially since some of us don’t wanna see what they comment on or get tagged in unless it’s our own posts. Also, please limit sponsored posts, take away the ability to invite someone just because they liked your sponsored post or something because I don’t want to get invited to follow a page just because I liked their post. If I wanted to follow the page, I would’ve done that right after I liked the image. It’s... kinda desperate."
296,ssjasmin008899,"January 12, 2020",1,"Super glitchy and super annoying I’ve never had a problem with the Facebook app before, but for the past week and a half I can’t close out of the app without it just crashing or not even loading at all. I either have to just leave the app running in the background and waste battery or just close out the app, delete it, then reinstall it if I want to get on Facebook. And it’s been everyday for the past week and a half. I get there’s millions of users and honestly had this been happening for 2 maybe 3 days then I wouldn’t be so annoyed. It’s 9 days going on 10 days since it’s after midnight now that this is still happening and it’s almost as if the bigwigs don’t care because I reported this problem on Facebook twice already now and I haven’t heard anything back. I also already updated my phone, updated the app, restarted my phone, and then reinstalled the app before I reported to Facebook."
297,Concern mom.,"December 10, 2019",2,"Facebook stills you data. Due to the “free” service term, When you sign in for Facebook it takes your data rights away. So they are able to sell all the information that they have on you to give you targeted advertiser thanks to algorithms. Unfortunately, as a modern society we haven’t being able to figure it out or understand the power of “free” service. If a service is for free you are the product!! "
298,reeeennnn,"November 28, 2019",1,"Over consumed with constant glitches & most annoying issues to everyone. The worst in social media. Everywhere i see, ppl curse and hate this app forever. Constant hate. Yet we almost rely on it among others for news and info.  Facebook writers or techs keep making more of a mess clogging with too much unnnnnecssary therefore more glitchy than ever!"
299,Schweizy!,"June 14, 2019",1,"What is the deal? The app is not loading posts. I can see who posted, but their posts are blank. White squares.  Not sure what the deal is there. "
300,ryansand90,"October 12, 2017",1,"Getting better, still needs lots of improvement A few versions ago, I wrote reviews saying how much I despised the Facebook app, and that I only will use the website. I've found that I'm missing a lot of features by doing that, so I gave it another chance. It's still a memory hog, and I keep having to delete and reinstall it so it doesn't grow to over 1 GB in size within a month (happens on both my iPhone and iPad). I also don't like that I have to have both the Facebook and Messenger apps to communicate with all of my friends. Why did messenger move to its own app? I'm still not sure. Overall, it's more stable than it was, but it still isn't an app that I enjoy using. Fix the storage usage, or give me a ""Clear Facebook App Data"" button and I'll be much happier."
301,RedcatTechie,"October 22, 2017",5,"Mystery operations I'm old age, but a frequent, daily, iPad online user. Just today, I was advised I had to sign in to my Facebook account to send copies of website features. And I have been bugged by pop ups requesting I re register my account. After two days of trying, got into this App Store to try to find the reregister site...no links on the pop up and no links in this App Store. As readers have guessed, I'm not tech savvy beyond a few subtle hint things. But when a site requires a new sign sign in and doesn't post a link with it, I'm lost, locked out and in despair...as I may lose not only Facebook but messenger service too. Why don't they post a link to follow their instructions in any pop up ...?"
302,Vcapri12,"December 5, 2017",2,"Livestream First of all I hate that there’s ads all over the place now.I can’t watch a vid w/o some ad popping in, really annoying. "
303,Devylkat,"February 9, 2018",1,"Constant crashing and lagging App crashes constantly, then when I updated to iOS 8, it would crash every time I opened it. I ended up having to delete and reinstall. Seems to have fixed the issue. Regardless, the app has issues with buffering even when you're on your private wifi and crashes when clicking on external links from the facebook app. News articles, suggested sites, etc. It's incredibly problematic. I usually opt to log on through Safari as it's much more reliable. The Fb app has way too many bugs. You guys should hire coders that actually know how to test before release."
304,vr6bora,"June 2, 2018",1,"Too many ads and no response when reporting issues Another update, guess what?  MORE ADS!  STOP POSTING WORTHLESS MARKETPLACE ADS ON MY NEWSFEED!!!  Facebook used to be a great app. Now, it is nothing but ads!  I see ads every 2-3 posts on my news feed. I see ads with half naked women and for women’s clothing!  I am a male and have no interest in women’s clothing!  I have reported hundreds of spam ads and not a single response from customer service!  They auto ad topics to my interests for generic topics that create more ads!  I have reported the issue with auto adding topics to my interests and get no response!  This app is garbage and I will be deleting it. Bye Facebook!  This is what happens when you turn your app into a giant advertisement and create spam!  I now see spam posts promoting marketplace!  If I want to see marketplace ads I can click the button for it!  I don’t need spam posts for marketplace on my newsfeed! You have commercials that are nothing but lies!"
305,moweather,"July 9, 2018",1,"Latest app = loads two posts and stalls, then crashes Latest update has become so bloated/such a memory hog that it is no longer possible to use it regularly. It gobbles up so much memory now on launch that the Phone app (you know - the app you use to make-receive calls) fails without warning. Had to stop using the app and use the mobile website until FB fixes the problem or introduces a streamlined app."
306,Poison karma,"November 2, 2018",5,"Facebook app I use Facebook for my personal life and friends, I love being able to share what’s going on in my life. I also use it for my band, only problem I am having with my band page is sending out invites, sometimes it tells me where people live and sometimes it does not. I have too many people wanting me to send out an invite to them when we are in there area but I can’t see where they are. I would like to see a better way to send out invites by just putting in the place we will be playing and asking people to follow to get their invites automatically is not working. so I needed something else. Thanks for the fun place I can post what’s going on in my life."
307,ScaredyDave,"December 17, 2018",2,"Very Minimal but not by Design For about at least 7 months, if not more, all I ever get using the Facebook app is one story from days ago, if I’m lucky maybe 3 stories from hours ago, and no amount of refreshing changes that story. I never get a full wall of relevant new posts like I do on the desktop version. Figured maybe it was a bug they’d fix but here we are several months down the road and it still only gives me one story a day. Asked my friends if it was like this for them and they too also have this issue. "
308,Sameasy,"December 20, 2018",1,"Ads, Video, and Watch Facebook marked its decline when it started adding advertisements to videos during inorganic “breaks” in the videos (meaning, they throw commercials in whenever the heck they want, mid-sentence even).  Now they are trying to push “Facebook watch” with EVERY single video on Facebook (yes even personal videos that never utilized the “watch” feature).  If you’re scrolling through your feed and tap a video just to turn sound on or fast forward/rewind, when you exit the video you get idiotically transported to the Facebook watch tab, even if you were in the news feed tab.  Facebook continues this pattern of ruining video on its platform at every new development.  They are making their UI clunky, annoying, heavy, slow, and immersion-breaking.  With the legal/privacy issues and all the hard work Facebook is doing to upset their user base, they’re on a fast path to oblivion.  Time to right the ship."
309,Peach WNK13,"January 26, 2020",1,"V 254 Algorithms This has been an issue through several updates, and it’s caused me to leave several groups I’m a member of. I noticed the majority of posts as I scrolled were posts from my groups, not posts from my friends. At first, I thought I needed to tweak my notification settings, but they were already at highlights only. Frustrated, I changed it to friends only for all groups. My second thought was group admins were approving posts at the same time, but that doesn’t make sense. Guess what? The notifications are still clogging up my feed. I’ve left group after group, which is disappointing as many I love. Even after slimming it down, my feed is still rife with the groups I have left, with an occasional post from a friend. Facebook should be a social network. You might want to work on that. I work for another large tech company that has more pride in their products. Maybe you should, too."
310,Primusfan,"November 11, 2018",1,Where to begin.. Well Facebook has a bag full of tricks. Ads and how they allow us to deal with them seems to be the most irritating. First off some ads you can hide and some you mysteriously (😉) get the spinning wheel of death that never lets you hide the ad so it keeps appearing and appearing. Even when you don’t get the spinning wheel and you can hide all ads from that “company” which are mostly spam and completely irrelevant and have nothing to do with anything I like you still see the same ads over and over. Now with this most recent update I notice the screen sensitivity on my phone goes dead and unresponsive while an ad across my feed. Is this an effort to take control away from us? Who knows.. But with facebook’s 3rd world style totalitarian control of anything it doesn’t agree with? I would lean towards yes.  
311,hsiwngcnsla,"December 8, 2018",1,"Technical Problems with App/Other I hate all the updates and the constant changes to the newsfeed. I see very few peoples’ posts, most of it is ads or posts from some page I liked. *Sometimes it won’t even load the newsfeed*, no matter how many times I refresh or force quit the app. I have to delete the app, download it again, and then my news feed will refresh and add friends’ posts (all of like two when I know there are much more) and other posts. I just want it to go back to the newsfeed that had everything everyone posted and it was in order so I don’t miss out on something. Everyone is pretty much sick of facebook. You guys fuel animosity with the interactions and posts you allow. Also dislike the story feature you added and how you keep trying to copy snapchat. Facebook is facebook and snapchat is snapchat, they are for different types of peoples and different types of uses."
312,RySco6088,"December 19, 2018",3,"‘Unable to Play’ Videos Recently I have been having issues with videos that I come across on Facebook and I get about 30 seconds or more in the video and it stops playing and says something along the lines of, “Unable to play video due to weak connection.” I could understand if I was in a dead zone and had 2 to 3 bars of service, but it’s happening while connected to my WiFi. Which of that has amazing speed and connection to everything else I use from streaming Netflix and gaming online. It’s very annoying when my girlfriend or a family member sends me a video to watch and I constantly stop a few seconds into it. Is this an issue with the app processing on my phone or what because with having an iPhone XS Max I wouldn’t expect a constant issue with connection like this?"
313,JEMaschmeyer,"April 1, 2020",1,"Dysfunctionally aggressive marketing & new unwanted forced “features” The Page News Feed, while introduced as a functionally relevant way to use Facebook as your page, is actually just a way for Facebook to forcibly show you only “pages similar to yours.” Even when selecting “I don’t want to see this,” the Page News Feed almost entirely consists of irrelevant and unwanted posts from pages you don’t follow and have never heard of and have nothing to do with."
314,Amgh890,"January 15, 2020",1,"Facebook Help Center I’ve been using Facebook over 10 years and I didn’t have a problem with it at all. The only detail is that my account was hacked by another person trying to harm my friends and family... and it happened. So, for the doubts I went to Help Center and did the following steps (but nothing happened). I tried to make a second new account and they closed my account as a security process for identity, but in this case I’m very disappointed because I want actual help from Facebook help center or anybody.. I’ve waited 72hrs as supposed and nothing has changed. It wasn’t my fault that my account was hacked nor isn’t fair I don’t have the good help of Facebook when I’m trying to make a new account. Facebook doesn’t accept my only phone number or email. Facebook needs to help their own followers and have contacts when you need actual help. Now, I need to uninstall the app forever. "
315,Krambed,"December 20, 2019",1,"Nothing But A Confusing & Illogical Junk App Now At one time the iPhone Facebook app was a VERY good app. It was easy to understand and it was easy to utilize. THEN, Zuckerberg and the other Facebook Company founders realized that they had a potential money maker. That’s when they began making extensive changes to the app and probably when they began selling our personal information for profit WITHOUT OUR KNOWLEDGE! The Facebook app has gone through SO many iterations and changed SO drastically that what used to take one tap, or at the most two taps, now takes five or six...... IF you can remember the sequence of taps that is. As if that weren’t sea enough, they are now allowing Scammers to “sell” items. At the same time, they’ve decided to make it extremely difficult for HONEST venders to use Facebook for their business. Now the only time I use Facebook is when a friend or family member shares a photo or something similar through Facebook."
316,vampcherie,"December 14, 2019",2,"Everything not showing on tablets I run a 2 groups on FB for games. Whenever I go to my group walls via my tablet, I can’t see everything posted. In fact one of my groups 1/2 of what is posted I cannot see, it simply doesn’t show up. Then when I want to see all comments on a post, it doesn’t let me. I click see all comments and the comment list starts blinking really fast, or it chooses to let me only see one or two. FB is seriously messed up on tablets."
317,mohawk.mama,"November 29, 2019",5,"Love fb but your adds need some adjusting Dear Facebook, if I accidentally click on an add and it opens up, that is not an indication that I want to see that same add every 2 posts. Then when I “hide the add” and click “repetitive” they continue to send me the same thing made by other companies so I do the same thing but the move the word “repetitive” to the other side of the list. Aaaand if I was interested in a product and I purposely click on it, click around... didn’t buy anything, I don’t want to then see 100’s of adds of that same product over and over and over again. Show me other products, obviously I wasn’t that interested in what I click on anyways."
318,user36848282,"November 19, 2019",1,MY LIFE IS AT RISK i dislike facebook because my mom is always on it while driving and she is very careful while driving trust me. I’m only writing this review not only for my mom but for me. I get worried when i’m in a vehicle at all times like busses and etc and i hate seeing people be on their phones instead of focusing on the road. I did a little experiment and i would peek out my window to see if people were on their phones. I starting to realized that mostly people would be looking at post on facebook or texting. this is serious and lots of accidents happen for people being on their phones while driving. i want facebook to be shut down for how much people are on it all the time. help me take this app down and not for me but for everyone who is worried about accidents because of “being on phones while driving”. sorry this makes no sense i’m just not smart but i know for sure that this situation isn’t safe.
319,CeeMack98,"September 27, 2019",4,"Great App I really don’t understand all the bad reviews. I’m guessing most people just don’t like the friends or family they follow. For me personally FB has become way more then a social media app to follow friends and family on, FB is in fact an excellent tool to keep up with the events in the area that one lives in or the events in the area of vacations or a business trips. I also find it useful to book tickets to concerts, comedy shows, and sporting events. Find new restaurants, and to view cinema times and showings. Not to mention FB watch and the new and growing content that exist on the video side of the app. FB has grown way past just being a place to keep up with friends and family, it’s a place for news, entertainment, and a way of life."
320,Drwidd,"October 16, 2017",3,"Overall I am happy with Facebook, except... I enjoy Facebook daily. It is filled with interesting posts of a large variety of information and often very entertaining. "
321,Caiti Jane,"December 8, 2017",1,Not happy **Update** 
322,Lodiverlo,"June 22, 2018",1,"Awful This used to be a fun time waster where I could connect with friends and family at the touch of a finger. Update after update have made this app infuriating to use. The message feature was removed, forcing one to download another app that does THE SAME THING AS A PHONE'S NATIVE APP. I relented and downloaded Messenger, but before I could even read the first message, I was bombarded with automated nonsense. "
323,CapeV,"July 4, 2018",1,"This version of Facebook keeps crashing I wish I had known how buggy this version of Facebook was before I downloaded it. Nearly every single time I go on Facebook on my iPhone or my iPad, it ends up crashing. It’s frustrating because I don’t know what I have called “liked” and it often crashes when I have scrolled down a bit through the feed or just begun reading am article, and then it’s hard for me to find what I was looking at when I go back in. "
324,Linda Ellison CPA,"September 19, 2018",1,Newsfeed Load Contacted Facebook many times on app no help or response All of a sudden my Facebook quit working my newsfeed doesn’t load very good and then Facebook shuts off. I have spent about a week going through all my settings re-setting everything on my Apple going through all my settings on Facebook reaching out to Facebook mini times for assistance and they’ve yet to reach out to me or help me. I’ve contacted Apple they went through a bunch of steps to troubleshoot it is not my iPhone 7 Plus. I feel Facebook is a big enough company that they should have support Apple Support is by far the best support I’ve ever experienced in my 32 years as a CPA and in that technology industry. I would appreciate is Facebook reached out to me they are a big enough company to help their consumers with their product. Believe me I am for a free market but I am getting to the point I think Facebook and Google should be regulated
325,Ranjanrocks,"September 22, 2018",1,"Such a waste of time Started off as an interesting app for hip millennials, then came all the teens, older parents and eventually all the grandparents ......it has seen a slow death amongst all group of people, the only ones who still continue to use all the grandparents group who have nothing better to do and discuss politics and blame trump for all their woes online.....lucky for Facebook they bought Instagram, which is still hot amongst the tweens......the day Instagram has a real competition, this company is toast... all i see anymore is spam videos and ads and nobody actually interacts with their friends anymore....."
326,Dnsmalabsldk,"October 8, 2018",1,Put the marketplace back !!! The new marketplace is terrible. I use marketplace multiple times a day everyday and I am going to have to find a new platform to use now. The new marketplace is terrible. 
327,Amber130490,"October 18, 2018",2,"Use it but updates every few days are ridiculous! It is hard to keep up with the updates. It seems as soon as I get one update installed there is another waiting the next day. It wouldn’t be so bad but they can’t be downloaded unless connected to a WiFi network, no cellular data can be used. I don’t have an issue with storage because i purchased more iCloud storage years ago. But I can see this being a problem for many people especially if they use Facebook and messenger as they are large downloads. Hence the reason you have to be connected to a WiFi network to download. Not to mention, when these updates are pushed through every two weeks, most of the bugs aren’t being squashed. So what exactly are these updates for? It’s becoming more of a pain than pleasure or fun networking. If this continues I will delete."
328,berto breeze,"November 20, 2018",1,Useless I downloaded the app for the marketplace feature and it’s absolutely useless. The coolest thing about selling apps like Craiglist and letgo is that you can find some pretty awesome deals. You just have to be the first to find it. This app doesn’t let you be the first since you can’t organize the listings by “newly listed”.  It picks which ones it thinks you’d like.  So week old listings pop up first along side ones that were posted an hour ago. You have to scroll forever to find something that was posted within the past 10 minutes. This company’s obsession with mind control is really quite disgusting. You see all these fb commercials about them  trying to gain your trust back. Rubbish. Stop trying to think for me. Stop making me stay on fb longer by putting all the new listings at the bottom. It’s no wonder why everyone under 30 is deleting this app.  Bunch of invasive creeps working over there.
329,Big Mouth Okie,"April 15, 2020",1,Big Mouth Okie I wouldn’t download this app if they paid me to do it! Please don’t allow them to access your photos either! They will have access to a lot more than just your photos! They are sneaky snakes!  If you make a business page be sure to put your self as the business owner. Be careful putting phone numbers on your profile and email addresses also on your business page because hackers will you use them to log into your account and Change your password. And use them on other websites and account they can access also too. And Facebook doesn’t give give a flying flip about it! They say they care about your privacy that’s “a lie!” Because it happened  to me.  If you must use log into your account use the website to log in. But don’t get get this stinking crappy app! Look at the developer’s address! For pity sakes! 1 Hacker Way there you go! 🤔😠I will never download that 💩 again
330,Chirpinglarry,"April 16, 2018",3,"What’s going on.. I have always loved Facebook, but lately all it does is make me angry. Once a week for the past month I’m told there’s suspicious activity on my account and I’m having to change my password over and over again and I have to go through the check list to be sure what’s being posted, liked, followed and added is by me, which it always is. I understand doing this every once in a while, but it’s aggravating that I’m doing what I’ve always done on my Facebook yet that’s apparently suspicious now. Then, after I change my password and go through the check list, I can’t like/react to anything for at least 24 hours! I’m about to delete the app and stop using it... I understand being cautious, but this is way too cautious and extremely annoying and unruly."
331,Rangersfan14,"May 28, 2018",3,"Glitches on market place need to be fixed. I’ve been trying to sell two of my handbags on market place for a month now, it remains at one view no matter what I do. I’ve tried deleting it and reposting it, yet no one can see it. I’ve asked friends to search it and nothing comes up. At first I thought maybe FB thought they were counterfeit, so I wrote a report to them explaining my situation, and that I posted the labels and numbers that are on my bags to prove they are real. Haven’t heard back, and still having issues. It let me post a backpack, and an old laptop since then. Yet my two handbags remain unseen and it’s very frustrating. I’ve sold all my used handbags or items on market place with no issues, so I have no idea what’s going on. Regardless, it needs to be looked into and fixed."
332,TiAnna711,"July 26, 2018",2,"No access to marketplace They app just randomly took my access to marketplace away one day, the icon to get into the market place has completely disappeared. I’ve wrote multiple tickets in concerns to this over 2 months with many closed tickets stating that they’re working on a solution but not everyone with this issue will get it resolved? Like really!?!? Picking and choosing who gets the issue fixed or the developers really don’t know what they’re doing and can’t just put an icon that they removed back? I’ve heard many people with this same issue and Facebook isn’t resolving it. I’d completely understand if it took a few days to get my ticket and work on my issue (clear to see when logging in that marketplace is completely gone), but to just say “yep it’s not working, sorry about that, we’ll get to it eventually” is NOT OKAY with me."
333,hatethevideo,"August 8, 2018",3,"Absolutely hate the new video playback I hate having to click on a video that’s already started autoplaying, to go to the discovery page(where it hasn’t stopped autoplaying,) and have to tap on the video a second time just so I can hear the sound. Why try to fix something that was never broken? Now I have to rewind back a few seconds just to get it to play from the beginning. It’s not a big deal, but it has me scrolling past videos more due to the annoyance of having to tap it a second time after the next screen loads. Maybe have it go full screen so it plays with sound and then bring you to the discovery page after swiping away from the video? Either way, double tapping just to get sound on a video is tedious when we didn’t have to before."
334,ghkklkjgccxs,"November 24, 2018",1,"Fake news and the legalized theft and misuse of your private information Interested in seeing disturbing photos themes and memes blindly published and republished by your friends without them reading them, understanding them or even knowing where they originated from? Thats what buttbook is all about. Its not about seeing any original posts actually written by your friends, photo sharing, and keeping up with their lives. Nobody has time to create posts like that. And there is a cost. Every third post you see in your feed is a clever advertisement disguised to look like a post that is actually interesting or meaningful. "
335,lbchuii,"January 13, 2019",1,Now I see The other day I went on an arbnb site away from Facebook on another device and upon me searching Facebook popped up with suggestions of Airbnb you guys might not share our info but definitely get it from somewhere else and it’s so unsettling I use Facebook to laugh and catch memes but am considering calling it quits and enjoying real life. You guys have turned into your worst enemy and nightmare. This platform was suppose to be controlled by the user and not the other way around anyways hope more and more people can follow this and live a Facebook free life. Because let’s me really do we really need that invasion of privacy. Or do I really need to reopen my app every 2 minutes because your developers aren’t up to par with usage. Naaaa Facebook was taken to the stand for a reason if only there were people who understand it a little more asking the question instead of these old timers that were chosen
336,CAHammer,"February 20, 2019",2,"“Most Recent” doesn’t work on iOS “Most Recent” is what I automatically went to when opening FB, but it no longer works. For a month or two now, Most Recent is exactly the same as Top News. Very annoying to have to wade through a jumble of so-called Top News hodge-podge dated posts that I’ve already seen over and over to find anything new. "
337,JC's. Mom,"April 13, 2019",3,"Most recent instead of news feed I hate, hate, hate the latest update. Every time I use the app I go to most recent. Long ago I could set that as my default. No more. Then I could click, select and go there. No it is deliberately hidden and requires click, scroll, click again, scroll and search, click again. And when I leave the app and come back it goes back to news feed and I have to go through the process again. I refuse to accept your algorithm showing me what you consider most important. I just want to see most recent and see what was added since last time I was there."
338,Matt122333,"May 15, 2019",2,"A hassle to watch videos The update that introduce Facebook Watch is god awful. I am not sure if this is user error (I would like to assume not), but it is no a pain to watch videos. What happen to easy click and watch that existed? This new version has bugs in it that will play multiple videos at once. As in, I watch one and I don’t pause or finish the previous one, it’ll still play. "
339,Bethanystephens1985,"July 16, 2019",1,"Unhappy mother of 3 and one to be I used to like FB... and then I had children! I have asked my friends and family members to not put my children on FB because anyone can have a Facebook page no matter if they have a past not conducive to see children or not. Of course most of my family members respect my wishes but there are some that do not and still put my children on their FB pages, and what a joke it is to get those pictures taken off. The FB process never allows you to speak to ANYONE and guess what FB wants all kinds of information-personal information- to even go through the process of having the pictures removed and THEY NEVER ARE REMOVED!! So be careful what you allow ur friends family and even urself to post of FB bc it will be there until that person removes it, and that usually never happens. Anyone can have a FB page and in our world that’s scary!! If I could give FB no stars I would!"
340,Army0411,"December 17, 2017",1,"Stupid Facebook Was wondering if I was the only one getting annoyed by facebooks thirst for money and lack of effort to fix bugs in the system, but I’m not the only one after I scrolled down the reviews an seeing everyone saying the same thing. "
341,Brandon Comeaux,"January 4, 2018",1,"Where do I begin? Oh, right, ADS. Facebook used to be so great, I remember when it was just a social networking site, then it became a media consumption site which was ok. Now Facebook has become a revenue generating machine and it shows. Placing ads that cannot be skipped during the climax of a video is VERY frustrating and stupid. The new slide to open camera.... look. This isn’t Instagram ok, it’s Facebook. I don’t take a picture often enough to want to swipe my finger to open a camera app. Of the 78 times that I have opened the camera feature on Facebook, one was intentional- the intent was to find a way to DISABLE it. "
342,SOUTH SIDE IRISH,"February 2, 2018",1,"Menu Bar with Apps Recently, the menu bar with the apps at bottom of screen,  keep popping up, no matter what I am doing and I have to keep pushing it down."
343,Sbateskc86,"January 20, 2020",1,"Version 253 I’ve been having a lot of problems ever since the update to 253: I can only scroll about 10 posts on my newsfeed and it won’t load anymore. If I refresh (when I can actually get it to refresh), it loads the same 10 posts at the top, but suddenly it loads 10 more posts toward the bottom. 80% of the time, it won’t connect to Facebook itself and says “Something went wrong, please try again”. I close out the app, give it an hour or so, and open again—The same 10 posts show up! Honestly, I thought it was my WiFi, but it does the same over LTE. I’ve uninstalled, reinstalled; closed all other programs when running; made sure no one else was running anything over our WiFi; etc. My husband has the exact same phone, but he’s running the previous version still and has 0 problems. I urged him to not update until it’s fixed, and I urge you to do the same."
344,Dougjr17,"January 14, 2020",1,"Why is this app over 1/4 of a GB? I try to never update this app because in nearly a decade of experience with it, I cannot recall a time when one could say “oh wow, this app is so much better now”, and this is coming from a very optimistic person who looks for the best in everything. Cannot understand why on earth every update main nav components disappear or move where you cant get to them without multiple taps. The Jan-2020 update takes the cake by not even loading at all upon updating without a delete and re-download. It should be illegal to output such an awful quality product. TO START FIXING THIS: LET ME DISABLE FEATURES AND PORTIONS I WILL NEVER USE. STOP MOVING THE MAIN NAV BUTTONS AROUND WITHOUT LETTING ME MOVE THEM BACK. STOP ASKING ME TO TURN ON PUSH NOTIFICATIONS — IT WILL NEVER HAPPEN AND I HAVE SAID NO WELL OVER 1300 TIMES SINCE 2012. STOP RE-ENABLING “ACTIVE STATUS”. STOP RE-ENABLING “IN-APP SOUNDS”. STOP TAKING US FOR GRANTED. STOP DESTROYING OUR DEMOCRACY AND STOP MAKING THE WORLD A MUCH MORE AWFUL PLACE THAN OTHERWISE IF THIS APP NEVER EXISTED."
345,MissMel01,"December 20, 2019",1,"Privacy settings Every few updates privacy updates revert. Why is my active status always turned back on. Why do they come up with a new or different version of the same setting in each version that if you don’t check Every. Single. Time. You’re bound to be giving your info somewhere. Shady practices as usual. The norm for FB. Just use fake info that’s really the only way to keep your profile “private” but know you’re information is never “secure”. Their security, marketing and ad changes are never listed in the updates page and as soon as you click update they can glean a whole new fresh batch of info about you to sell and share without your knowledge. Standard FB “best practice” “you privacy matters” what a joke! Do yourself a favor delete now avoid the lame marketing and ads, fake news, privacy violations and just go SEE your friends, invite them over for game night, call them."
346,startingova1977!,"December 4, 2019",1,Removing old Facebook pages and information about me on them I have tried so many times to get rid of old Facebook accounts and I have been unsuccessful in every way and it puts me in a bad place for the day. I end up on other pages and then it don’t stop there I end up messing up my phone with my computer and I don’t know what to do. I have either lost phone numbers or forgot the information to get back into Facebook and I have to make a new one.. I am annoyed with this app because I can’t continue to do anything about this. I don’t have any patience for this anymore I would like to know how to delete all my Facebooks and only have one.. I’m sick of searching the whole web to figure out how to stop this.. it cause more problems with this other apps. I am not good with the computer or my phone and I have a bad memory problem I wanna know how to do that so this  is one less problem. Thanks
347,@hirokamatsushima88,"September 30, 2019",1,Way too many ads and petitions on my page so much spam!!!! Also the saved option is horrible!!!!!! Way too many ads and petitions on my page so much spam!!!! Also the saved option is horrible!!!!!! What I mean by that is that over the days month years I have saved many many things and I would like to delete most of them but having to delete it one by one is annoying and frustrating and most of the time when I do delete some it’s has a malfunction and and it’s actually not deleted!
348,kizzye,"September 28, 2019",1,"Hacked every day for weeks, multiple times FIX THIS NOW! So many people are having the same problem, and if you all at Facebook don’t take it seriously enough to act with a sense of urgency, it’s clear that you’re just as guilty as the hackers. I’m extremely angry and frustrated that my account gets hacked several times each day, which started 2 months ago; nothing I have done to protect my account has been successful. It’s not only having my personal information exposed to thieves that’s the only major issue such as identity theft, etc... having someone take over my account and lock me out of it in real time feels extremely violating on a very personal level. There are so many people who have had their account compromised, there must be some kind of legal action that can be taken to hold Facebook accountable for allowing such negligence; which the consequences fall unfairly on their customers."
