,author_name,review_date,reviewer_ratings,review_body
201,disappintedmomof3mn,"November 6, 2018",1,Recently very disappointed!!! I am becoming more frustrated and disappointed with fb app!!  
202,Sarah. E. G.,"March 31, 2019",2,"Wrong language and can’t see birthdays For over three months now my Facebook has been translated into a different language. Yes I have gone into the language settings and the app is already set on English, and yes I have changed it and change it back in the hopes that it would get fixed. It still isn’t. Other people’s posts are in English, but other things are not. I can’t tell you how frustrating it is that there is no customer support, and I have tried submitting different requests on the app trying to get this remedied and of course I never hear anything back. Then you updated the events page, so finding peoples birthdays is even more difficult. I have yet to be able to find it. I’m not one to do reviews, but it seems like this is the only way that somebody will hopefully read this and can offer me help and support. But I’m not happy and this app keeps getting worse and worse."
203,...um...,"March 31, 2020",2,"I would appreciate it if I could read the replies I’m getting I get notifications about a reply, but clicking on it doesn’t bring me to the comment. I have to dig through comments to find the one I’m looking for. Some are filtered out completely. I’m assuming they’re offensive, so I’m not too upset about that. "
204,bookscout18,"January 22, 2020",2,"Dark Mode for Main App It’s infuriating that Instagram (owned by FB) and Messenger (owned by FB) both have functional dark mode options, but the main app doesn’t. For those of us with photosensitivity, it’s an accessibility/disability issue that needs to be addressed immediately. Yes, I am aware that I can invert the colors for my whole device, but that’s not the point, nor is it a good solution because it causes other issues for the photosensitive. The worst thing for me as an extremely photosensitive chronic migraineur is going from one app that is in dark mode to another one that does not support it nor have the option to turn it on and off within the app. "
205,OliviaGraceHarkey,"January 6, 2020",1,"Absolutely Horrible Their lack of care for security and their users in general is honestly sickening. They have no customer service email, a phone number that has you stay on the line just to say they don’t provide mobile customer support, and no online support in general — only a useless “help center” in which they answer generalized questions. I got my account stolen by a hacker who changed all of my information and even when I went through the long process of identification with three friends, I never got the text to my original phone number helping me regain access. I tried every other way to contact, even via a last attempt Instagram message, but still no response or even acknowledgement. I have heard plenty other stories similar to mine, but this happening to me personally has opened my eyes. They don’t care about their users safety, privacy, or well being in general. Be careful where you are putting your information."
206,joe and dawn,"December 2, 2019",1,"Facebook My review is of the decision of Facebook to drop me for violating an agreement. It is funny that you Facebook delete my wife and I for joe comment on a comment from someone else that then runs to Facebook administrators and complains about a bad comment that was sent because of a bad comment. Your investigative skills are lacking, usually someone has an ability to defend there comments. But due to the fact the other person a democrat you listen to an of course through the republican under the bus. With these inadequate principles that Facebook holds you will not fool everyone forever. So to your site which I used daily I say goodbye. When I find my information still on your site even though you blocked us out is a clear violation of my constitutional rights. For you to continue with people information you have restricted access have no right to there own information deletion. Should I still find this information after December 1, 2019 I will file a lawsuit"
207,Merlin333x,"November 19, 2019",1,"Updates It appears you do not have a handle on the update, revise improve Facebook."
208,Jeff 1987,"October 28, 2019",2,"It’s Facebook ... For accessing Facebook, the app works overall. There are, however, continued issues. Push Notifications never worked properly. You can get a badge icon, but it’s erratic at best in notification center. The biggest confusion is how the iPad version *lacks* features of the iPhone version. Only app I ever used where the iPad was not at least on par. That is all not to mention the inconsistent censorship policies! I once chose a GIF from the integrated GIF chooser that was later censored."
209,ChromaticNarwhal,"June 28, 2019",1,"Pathetic I’ve used Facebook for many years. Now after all these years Facebook decided my family name isn’t appropriate for their network. Let me say that again OUR LEGAL LAST NAME IS NOT ALLOWED. We have had this last name for generations, and should not be questioned. We have dealt with harassment about our name our entire lives and now “professionals” are harassing us. This is inappropriate and unacceptable as a social platform who claims to be accepting you don’t even allow our legal last name? Facebook claims we HAVE to send them photos of our ID’s which not everyone is comfortable with sending a photo of their identification to a platform that is likely to be hacked and has been involved in controversies. If our profiles are very obviously real people with many relatives (with the same last name mind you) how would we be assumed to be fake? My entire family is considering leaving the platform and taking a stand due to this. Everyone we talk to about this is saying the same."
210,Ryechase92,"November 13, 2017",5,"Suggestion So Facebook itself isn’t really the ideal app for me..I live by “strength in silence” so there’s no need for me to really be on there anymore. I actually had a suggestion to help out the people like me. I only use Facebook for the market (5 stars for that genius idea Facebook thanks) and messenger. Otherwise all I do is repost funny videos and memes. So I suggest that Facebook make a separate app for the Facebook market so that I and others as well are able to use facebooks tools without having to deal with other people and their opinions etc. etc. just like with messenger, you don’t have to have an active Facebook profile to use messenger. "
211,Nik-e_Not_Nicole_realtalk1,"November 14, 2017",1,"Disappointed with lackluster accountability... Since being attacked by this application and exploited because it has completely taken over personal data devices and give no access, or resolution to the damage caused by the misuse of the application users, and trying to switch up Privacy & Terms of Services with a simple click!  You cannot use people to line your pockets with money from the information you managed to steal from the user community and placing AD’s to “Boost” your revenue.  Since the  developers refuse to assist in a peaceful resolution, I have no other choice but to seek assistance from the authorities including and Legal representation to obtain justice for the games and nonsense that was forced upon me.  In addition it is mighty strange how an app can send out tweets, FB post, IG, Snaps, etc. when you don’t even have a lot of those apps, therefore this and other apps are using information then falsifying data.  Shameful behavior, especially when these apps hide the truth!"
212,Mova 1986,"May 8, 2018",1,"Facebook is worst than ever I’ve submitted many reports to Facebook a big problem which it’s happening with me and some friends, it’s the profile loading, it’s when I visit my profile I cannot see any of my old posts it’s stop as it is , and when I scroll down to see them , FB application get closed automatically."
213,cmycrack,"May 29, 2018",1,"Facebook should shut down I have been on Facebook since 2009! I have never violated anything. After so many years of being a member you decided to disabled my account for no reason and not even a warning as to why my account is disabled! We moved a lot since my husband is in the military and our means of communication is through here. Some of our family and friends on the other side of the world doesn’t have Instgram, skype etc. Some of our family and friends that passed away still has their account active, so we greet them on their birthday, death anniversarry etc. But now facebook disabled my account, how can we no longer see and greet them! "
214,VAEcho,"November 1, 2018",1,"Major bugs need to be fixed! Since the FB app updated 16hrs ago on my iPhone 6, I can’t post photos because when I tap the camera icon in a comment thread, or Photo option on my timeline, FB shows my camera roll as empty, which it certainly is not since if I go to my camera roll I can share a photo TO FB and it has no trouble posting. I have no problem posting just text to my timeline or replying to comments with text. However, if someone replies to it and I click on the notification to read it, the post comes up, but I can’t see the text I posted. I can see the replies to it & comment on them, and they can see the text, but I can’t. My phone’s settings show that FB has access to my photos and all of the other settings are fine. None of my other social media apps will not let me post photos and it was working fine yesterday with the exception about the text in posts I wrote not being visible to me which actually started on Wednesday."
215,bullshite,"February 2, 2019",2,RESTRICTION PROBLEMS! My Facebook account has been getting ridiculous restrictions off and on for a couple months now! Most of the time I can’t react to posts or pages for some strange reason!?! 
216,smileygal_21,"May 20, 2019",1,"New update At this point in time you would think that Facebook would learn to fix more than just the outside look of the app. I have been having problems with this app for a long time. My timeline wouldn’t let me see more than a couple posts and then stop. I couldn’t scroll down to see anymore no matter how many times I refreshed. It was not my internet causing the problem, I use Verizon and I tried switching on and off my WiFi. I also have issues with scrolling through my newsfeed and out of nowhere it will bring me all the way back to the top. It is so annoying!!!! Especially when I was in the middle of commenting on a post and in the middle of a video. Fix the issues your customers are talking about and stop worrying about dumb cosmetic add ons. Also, fix most recent on newsfeed. It should be set to that instead of having to change it every. Single. Time! Twitter gets it right why can’t this app that’s been around longer 🤦🏻‍♀️"
217,Irving Osorio Lopez,"December 27, 2019",5,Facebook Charges Credit Cards Somehow Facebook got my Credit Card Information without consent and made 2 charges to my Checking account debit card! How this was done makes me question how much of my information is monitored on my iOS phone that they were able to charge my card! Facebook does not have my card on file. So that tells me they monitor even deeper what you have on your phone. Not just who you call or who calls you but what Credit or Debit cards you have registered on your phone. Facebook needs to be accountable for this hack! Cause if this has to do with their ads clientele then it was their fault for approving these spam ads who have access through Facebook to target customers!
218,Polska Radio Fan,"July 25, 2019",1,"Made me give five stars, when -5 stars was what FaceBorg deserves. FaceBorg has always been to assimilate the Internet so that Zuckerberg’s deal with the CIA would rescue him from prison over his Harvard shenanigans. Idiots who use it should try making their own websites, blogs, vlogs, etc. It’s not that hard, stupids."
219,Montrenae,"December 24, 2019",1,Trash The social app is way too sensitive and literally shows favoritism. I get blocked for things that other users share or post but they don’t get the same or any consequences as I do. I’ve been getting blocked every month since August. It’s so annoying and I couldn’t announce my birthday or any other important get together that has happened because of the blocking. How do you guys chose who to punish? The app standards are way to sensitive for sexual play or anything like words when there are hundreds of videos out there posted of people in other countries cutting someone’s head off. Really Facebook? MARK GET IT TOGETHER WE ARE JUST TRYING TO SOCIALIZE REMOVE THE SENSITIVE STANDARDS AND THE LONG BLOCKINGS. I am blocked again for literally nothing facebook sexualizes more than it sees love going on. It’s so annoying it has became so sensitive but I personally believe its still favoritism in the programming. I will no longer use the facebook platform it is garbage but allows nudity and I can’t type words ?
220,AMPNOZ,"December 2, 2017",5,"Freedom merica... It’s called “sell out”, it’s what companies do when desperate to make money or “keep up” company’s think that adds mean more money and I’m sick of it. They give you so much money to post an add and it looses interest in the consumer for the free meaning to become free social media. “Plan to jump on Facebook and talk to a girlfriends and check out some cool videos that some of my friends have posted to help educate me in the world and learn new things and keep me updated in our political stance and bombarded by ads that take up valuable time I could be spending with my loved ones before so the big goes down or whatever”."
221,LordStark of Winterfell,"June 29, 2018",1,"Newsfeed Preferences Most of the reviews I have read on here are all the same: WE ARE TIRED OF OUR NEWSFEED LOOKING LIKE A TRAINWRECK. Look, I’m just a regular guy. I like to sip on my Sam Adams at 7am while looking at Facebook. But what I am tired of seeing is week old posts when I first open the app. I could care less what happened 4 days ago at 9:48pm. I want my newsfeed in the MOST RECENT order just like any normal, organized human being. Mark, there’s no rhyme or reason to this jumbled mess you call a Newsfeed. Just give your consumers what they want.. We could care less about your special Facebook Algorithm that you use to determine what shows up in our feed. We just want control over what we see. I don’t think that’s too much to ask for, considering this is an app made FOR consumers, not for what you think we want to see. Bring back the Most Recent option, at the least. I noticed this morning it was completely gone from the app and almost spit my beer out."
222,Maines19,"July 12, 2018",1,"Crashtastic, yet again Latest update (July 2018) repeats exactly the same problem as in February 2016 (below), though now on iPhone 8+. Does nobody test this app?"
223,AlpacaBaby,"July 29, 2018",2,"Listen to the reviews and your stocks will go back up 🤷‍♀️ Okay, I like to be able to open Facebook more than 2 times a day without it crashing. Now, I have to delete it and redownload it every time I open it. If I try to open it after entering it once, it is a black screen for 3 seconds, and then it goes back to my home screen. "
224,Dradimion,"November 10, 2018",2,Becoming inconvenient and difficult to manage Since the latest update you can’t “catch” the feed with your finger after you scroll down. Like the touch response isn’t working. Also for the past couple of months when I get a notification on a post and click on it the content of the post disappears so I have to back out and go down my own profile to figure out which post got a comment. 
225,Cjreviewsit,"May 16, 2019",2,"News Feed is broken and has been so for years, inconsistently applied and overreaching TOS News feed has been brown for years. Click like on someone’s posts and you see nothing but their content, same with pages etc. It was better before they started their algorithms and just showed you posts from your friends and from pages you like. Also, I’m fairly certain that content is shadowbanned depending on the topic. Which brings my to my next point: censorship and ministry of truth style “debunking” of opinion posts. Privacy issues are nothing compared to this, but they are there of course. No wonder people are closing their accounts. Facebook has been going in the wrong direction for a long, long time. If they made free speech, your friends’ posts and privacy their priorities, they’d have an easier time, but they seem determined to MySpace themselves with their Orwellian nonsense and broken algorithms."
226,Geo_212,"October 13, 2019",1,"Absolute garbage. I've had this app since the iPod Touch days. It was a piece of trash then and it's somehow still a piece of trash all these years later. Facebook is a multi-billion dollar company, yet these devs just don't seem to care about intuitive GUI in the slightest (or even making something that just WORKS)."
227,spirited wings,"June 29, 2019",1,You guys don't care anymore‼️‼️‼️ 1) because people have been using FB since the beginning of Internet.. You have accumulated quite the following. Is that the goal here? Numbers? Because I see a lot of people that are really unhappy and I also see nothing people mention is getting fixed. Plain careless.
228,Melski24,"February 8, 2020",3,"I hate the new “Continue Watching” thing on videos So. I absolutely cannot stand the thing now where if a video starts playing it only plays a couple seconds and then you have to hit continue watching to go to another page and finish the video. It’s annoying first off, but my main frustration is I’m always in a position where I can’t use sound. I used to be able to just silently watch a video around others without sound. Even if my phone is on vibrate. I don’t always have the option to quickly turn my sounds all the way down to watch it. It also doesn’t give you the option to mute the stupid video after it makes you hit continue watching on the next page after the sound starts blaring. "
229,nucleusaccumbens,"December 11, 2019",1,"Terrible Where do I start, this app not only tries to take every single piece of information it can scrounge from you, but it gives you the biggest hassle to create an account. Not only do you have to sit through the process of waiting for Facebook to tell you when you can make your account but after it gives you a pop up window where you set a photo. Except that it logs you out when you set one and you have to wait until it gets accepted to log back in. So by following their directions you’ve now soft locked your account and have no access. So if you needed access to your account quick congrats your screwed. Also they have engaged in other things like forcing certain websites and apps to login to Facebook except that you can’t because your waiting for your photo to be accepted. So Facebook rendered your app useless. Never download unless it’s absolutely necessary because this app is probably the worst on the market."
230,NakedPirateBooty,"January 31, 2018",1,"Useless Takes forever to upload anything. I made of post of a 20 photos and a few videos on the 18th on January. I went on today, the 30th, to add some more photos and videos. The last post wasn’t even uploaded yet. Like what the hell, why is it taking so long to upload stuff now. Thankfully it doesn’t crash anymore, but don’t fix a problem just to have more pop up. This is becoming very annoying to deal with. I might as well just stick to using the mobile browser instead of the app, at least the browser won’t do this stuff with me. Not to mention it freezes every so often for no reason. This is just getting plain annoying and ridiculous at this point. Fix the app and stop trying to make it fancy like all the other apps until you can fix all the bugs that are happening. And the weekly updates are doing nothing, but slowing it down even more. Just fix the problem before it gets any worse"
231,Pai mia,"May 10, 2018",5,"FB I loved fb! but, not anymore.........."
232,BroChicken123,"July 5, 2018",2,This app has gone down hill I have had Facebook since 2011 and have seen it go through many changes. The latest updates have by far been the worst. One of my main concerns is the new sharing feature. When you go to share someone’s post and tag someone in it the keyboard pops up in the way to where I can’t see what I’m typing. Not only does this cause for typos and other errors I can no longer see the “share now” button. This wouldn’t be a problem if when you slide up on this window it stayed at the top of the screen but it doesn’t. It just falls right back under the keyboard to where you can’t see it. So you have to hope you can get lucky enough to hit the share now button as it’s dropping from the top of the screen back to below the keyboard. I like to tag my boyfriend and friends in posts while having it on my own wall so this needs to be fixed soon.
233,TinCanSwinger,"August 4, 2018",2,"Socially obligated to join the faithful I guess I still need to use Facebook for the sake of my other integrated app usage (e.g. dating apps, Venmo, social functions and local parties/shows) but holy crud am I abundantly aware that Facebook is worth 517 BILLION dollars. That’s not because investors “like” our posts and gifs. It’s because they’re amassing every data point of our behavior, typically through our smart phone usage, regardless of whether or not we’re aware."
234,Pordl4w,"August 9, 2018",5,"Notifications. Tried submitting a report but the issue wasn’t an option to report in the lists provided. My notifications for over a month will repopulate about half the time when I open the notifications tab again. Meaning, I open notifications tab in my iPhone 7 app and read each one. Later when I come back, there’s new messages and then as I check those I I find that the ones I previously marked as read, need to be marked again. Small annoyance, but when you clear 20 notifications, exit the app and come back, there 30 messages but realize that 20 of those messages have already been read is a bit of a hindrance. Please look into this issue?"
235,xcoshco,"March 13, 2019",1,"Tired of this Ok so I got reported a little over 3 days ago and was “temporarily” blocked due to disobeying the rules of conduct. Well today I kept testing to see if i could again like posts on my newsfeed and today it finally started working so I thought that the block was lifted because it started to let me like posts and what not. Then I tried sharing A status update which in turn just didn’t work and it said oops there was an error’! Then I tried posting a picture and when I would click share it would upload only 3/4 of it and would just stay like that for a while, then it would retry to upload it again and do the same thing. So then I thought I would uninstall the app and then reinstall it to see if that would fix the problem and that completely backfired in my face because now I can’t even log into my account! So if anybody knows what’s going on could you please tell me what it is that I need to do I’d appreciate it."
236,^*•,"April 13, 2019",5,"Too many updates, etc I love Facebook! I just hate how often ads pop up and I also hate the very unnecessary notifications such as when someone goes live or a notification from marketplace or something like that. I also don’t like how when you comment under a post it sends you notifications from when everyone else comments after you and you have to turn the notifications off for the post. The thing I hate the most is HOW MUCH IT UPDATES!!! I mean it’s the app that updates the absolute most in my phone! It’s a great app don’t get me wrong I use it more than I should! But I am irritated at the amount of updates it always gives when nothing big changes so I feel like they’re irrelevant. 🤷🏾‍♀️"
237,MJheartsJosh,"September 30, 2019",1,"They silence conservatives, bunch of hypocrites! Facebook is the worst when it comes to posting free speech, they are very biased against conservatives, your memes and posts get reported while the ones who posted a way worse meme or violent posts gets to keep theirs. I cannot explain how disgusting this platform is, and Zuckerberg is a big liar, what a soyboy beta male he is! He was lying when he testified in Congress! Myspace was a way better social media!!!  Not only Facebook’s bias I have a problem with, the videos and photos I uploaded aren’t HD even after I had the settings to HD, the app crashes when I watch certain videos, the Messenger takes forever now to load because you have to wait for everybody’s “story” to load, this Facebook/Messenger app are just getting worse and worse every time I use it, and I’m not expecting that it’ll get better, because when you’re a liberal running a social media, you just want to railroad everyone who doesn’t agree with your views."
238,ThreeOnParFive,"September 7, 2019",2,"Notifications have stopped taking you straight to the alerted post My most common use of the app and FB in general is going to notifications to see what response have been made on posts I’m following. Several app versions ago, and always long before, when you went to notifications and select a response on a post (you’re following) in a group you are a member of would ACTUALLY TAKE YOU DIRECTLY TO THAT COMMENT!!!  Now and for a while, when to select the notification, the app just drops you in the top of the group where you blindly have to start searching for which post the reply may be in. The notification of course gives you no indication whatsoever as to which post you need to look for.  From a browser, notifications still work and link as they should. So why has this been broken for so long in the app???"
239,Stavlo,"October 12, 2019",3,"Have to relearn and try to figure out the rules almost daily The notifications for groups switched do now it takes me straight to a list of my groups. Now you have to scroll two different walls to see what you want to see. I click on a notification for a group and it never goes to the group, it’s whatever the “latest” update is for whatever random group FB has decided I want to see. Thx for trying to guess and so my thinking for me, but I like to do that for myself. I have brief breaks where I try to hop on and see updates, but what used to take me 15 min, now takes me thirty trying to find what I want to see. So I just get on less. Plus, it’s ad after ad of direct sales and entrepreneur stuff. 🙄. Thx but no thx. Oh, and the censorship of anything religious or conservative? 👎🏼. Let’s give both sides of the platform a chance"
240,ManyRan,"September 29, 2017",2,"Aggressive auto-refresh makes app almost unusable Older versions of the app would auto-refresh after a certain amount of time, but the current version is an auto-refreshing maniac. It refreshes every single time I switch to another app and back again, and it’s just getting ridiculous. Yes, I have background app refresh disabled, and it doesn’t affect this feature. I’ll be reading a post, check email, go back to facebook seconds later and VOOP, goodbye post that immediately scrolls down to oblivion. I’ve even had the news feed auto-refresh while I’m reading a post! This is insanity. I suspect it has something to do with maximizing ad views. If we must have auto-refresh it would help to at least give the user an option to set the timing, like “refresh every XX minutes.” But for now the only way to avoid this is to avoid the app altogether and use a browser."
241,Frugalmom12345,"November 8, 2017",1,"Worse and worse I avoided updating this app for as long as I could. It finally started crashing every few minutes and I had to update. Worst fears confirmed. It's awful. The newsfeed already hides the people who I used to see all the time, and talk to all the time. If it hides anyone else, all I'll be able to see is a newsfeed full of advertisements I don't want. To make it worse, before I updated I could toggle between top posts and most recent posts. Now I can't. I can only take what Facebook wants me to see. I never wanted to see the top posts, I ALWAYS had to toggle to most recent first thing, or Facebook would show me the same three posts for five days. Now I can't do that. I hate this. They are cramming too much on a page, it's too busy and it's nothing I want to see. The app just keeps getting worse and worse. Can I roll back to the version from eight months ago? I'd prefer to deal with the crashing from it being so old."
242,Fist me daddy,"March 26, 2018",1,"They just want to use you for profit. They don’t care about the users. I tried starting a page and they unpublished it because I ignored their spam demanding that I spend money to “boost” posts and made jokes about it. Reach otherwise is abysmal. I guess they really take it personally and punish you for it when you don’t pay up and make complaints. I had to uninstall and reinstall the app several times on mobile to get away from the “Facebook Ads” screen so I could even post one thing, but eventually even that stopped working, so I tried desktop, and after a few days doing that, they unpublished my page for “violating community guidelines” when nothing close to that took place. The only reason I can see for them doing this was having described their practices to my audience. Trying to report this to “the Facebook Team” got me no useful feedback or results, and probably did more to upset them than anything else."
243,3I4I5R0,"July 8, 2018",1,"I hope the... ...new iPhone has 4TB of storage so you can have more than just the FB app installed. And why does the FB app need to update every few minutes? Seems like an awful lot of wasted effort. I mean doesn't Apple review each of those updates? Could it be that Facebook is purposefully wasting Apple's resources? Hmmm, might be on to something here... And when the app isn't updating and you actually get to use Facebook, all you see is advertisements. So, why are we on FB again? I seem to recall something about keeping up with friends and family, but that can't be right. Hey, maybe someone should come up with a website/app to do that! And now, the FB app is letting pop up ads lock it up just by scrolling through the timeline... update: can’t update app because it is too big to download. Update: can’t read message in this app because it requires another bloated app to be installed. Update: still can’t download app update due to its size."
244,Hunchoo90,"August 13, 2018",1,Get it together Y’all always got updates using up all my storage and it’s so difficult for me to deactivate my page . It’s like every update you guys make things more complicated .. I have unknown people who I have not accepted no request from on my page I don’t get . Then once AGAIN being that I have so many people on my page if I delete 15-20 people off of my page the app glitches and starts all the way from the top and it gets ANNOYING ! Facebook a good app and all but I get a update about every 5 days and once AGAIN when you guys update the app the excuse of why you guys are updating it is because of “ bugs “ and you guys excuse of updating is to make the app better but YOU guys aren’t seem to be doing anything but making it worst . I sat for 15 minutes trying to figure out how do I deactivate my account and yes that is what the search bar is for and the help but I should have to go threw all of that just to do 1 simple thing .
245,Zelzega,"August 21, 2018",1,"Too much crap causing it to crash There are way too many functions that are useless. FB keeps throwing “new” things at us, things we didn’t ask for, and no way to turn it off, as a result, it slows everything down and causes my phone to overheat. I can’t use the photo filters because FB crashes. Don’t bump the bottom buttons because you’ll end up in the Marketplace you don’t want or videos you don’t care about. They try to force FB Live on you, I don’t care about some stranger putting on makeup and I have nothing to go live about. I absolutely hate the stories feature and I hate that you have to mute someone one by one. There needs to be a mute all button."
246,cpsteelemom,"September 10, 2018",2,Glitches The biggest issues I’ve had lately I can’t seem to get anyone to help me with! I’ve tired reporting to apple and Facebook and bright seem to give a crap! 
247,Wannabeskinnynicurn,"January 15, 2019",3,"All I see is gray In my list of notifications for about the last 2 days ( latest update was 2 days ago) when I tap on certain notifications in my list, that normally would take me to a group post instead of seeing the post all I see is gray and a wheel going around and around but the post won’t display.  I tried logging out and back in again but that didn’t work.  I also messaged FB about this yesterday but got no response.  I am disappointed too in the new FB format.  It’s confusing and not pleasing to the eye.  What would be nice is if when FB made changes there would be a link to tap on  that says “here’s what’s new” and a summary given as to what changed. If FB is supposed to be about communicating with others why don’t they communicate better with each FB user especially where change is concerned."
248,Bourbonontherocks,"October 3, 2019",1,"Overrides location services privacy control Beware! This might be a bug or something worse, like, has been done on purpose. In iPadOS 13 Facebook app override location services privacy control. Facebook app doesn’t show up on privacy >location services at all. When you try to look settings> Facebook> location, even though it shows ask next time, when you load the app it pulls your location, this can be seen by the location arrow turns on whenever you launch the app. I tried to select never from settings> Facebook> location, and right after I launched the app, location arrow popped up again. When I checked the location services after that, I was surprised to see, it switched back to ask next time. This same issue is also the case with the Facebook messenger app. I uninstalled these apps right away. Actually, they have to be pulled from App Store immediately. This is a huge invasion of user’s privacy."
249,Ivyleague Architect,"March 13, 2020",5,"I would like to group my page and groups in layers I use Facebook to catch up on news and also to study the latest trends in finance one minute, architecture the next and computers and robotics the next. I am part of hundreds maybe thousands of groups or pages lol. When I sit to scan the news i may not want to see all the updates on other subjects i just want the news, and when I am in the mood to study the latest architectural trends I only want to see topics on architecture, I don’t want to see any updates on robotics. There should be a way to stratify my various interests into layers so that I could choose to see just topics of that field if i am in that mood to study or see at that particular time."
250,Hay hay ideas,"June 6, 2018",3,"Having Some Stressful Issues I have had to change my password 4 times, because it’s trying to “help secure my account”"
251,Digitalfox23,"August 23, 2018",1,"Lacks customer service. Horrible treatment of customer base. With every update, Facebook continues to add more frivolous stuff to my news feed. Now I am seeing “Most Relevant” posts filtered by default which Facebook deems the most active comment. This is apparently done by measuring the amount of likes/reactions and comments on a specific post. Effectively, how I view my timeline was also changed without my authorization. Also the automated “bot” process that seemingly lands someone in Facebook “jail” needs to go away. I understand that there are legitimate posts that violate the community standards, but there are others which simply discuss a request for information that make it so someone can’t use the service for a week or more. The appeal process needs to become more effective and there has to be a customer service team that can field these types of issues and adjust filters if a bot is being used to auto scan posts for content violation."
252,un-fing believable,"September 15, 2018",1,"Not everybody has Unlimited internet usage My month ended yesterday on my internet service. From yesterday morning at 7:00am til last evening at 9:00 Facebook had two updates that showed on my phone. It was a total of about 700 mg in updates. I did one in the morning and last nights got there was a another one showed up so I downloaded it. Today I see an update on my App Store icon and when I checked it, low and behold a FACEBOOK UPDATE! It states yesterday which it had to be after 9:00 pm. It is 519 mg! I can’t believe that FB has three updates in matter of five days total, two in one 24 hour period totaling over 800mg. I have been thinking about stopping the use of FB since the privacy issues came up a few months ago. Looks like I will have to leave it anyway because of the usage limits I have with my internet service and the unbelievable about of updates four and five times a month!"
253,jabrock91,"September 20, 2018",1,"How is functionality just lacking after all these years? I’m getting so annoyed with the Facebook app. First of all, I don’t understand what basis they use for rolling out new UIs because my friends’ apps all look different than mine. More importantly, my notifications are going to be the death of me. I click on the notification bell, but if I don’t actively go to click on said notification, it stays there being marked as unread. My notifications will then become a mess as I don’t often see the most recent notifications due to these other ones not going away unless I click on them, even if it’s a notification of something I don’t care to follow through on. Plus the auto-generation of tagging the previous commenter is an obnoxious feature. How often in a thread with someone do you actually tag each other back and forth? Or what if I don’t want to tag THAT specific person but someone else in the thread? Please get rid of this."
254,Mamapajama89,"October 2, 2018",1,"Locked Out I’ve been locked out of not just my account, but Facebook entirely. I’ve tried creating new accounts and logging into my old one, and in both cases they ask me to verify my identity by sending my name, date of birth, and photographic proof of identity. I have sent in the info multiple times and in both cases it doesn’t work. If looked through FAQ’s and message boards to try and find a solution, but nothing I’ve found addresses my problem. I don’t even know why I’m being locked out. The only thing I could think of is for inactivity, but that’s it. This issue extends to Messenger as well, and since there’s no way for me to get in touch with a customer service representative, I’m stuck with no way to get onto Facebook or Messenger, period. If someone could help resolve this issue, I would greatly appreciate it, and if not tell Zuckerburg he needs to work on his customer service and inquiries department because right now it’s terrible."
255,lego0820,"October 9, 2018",1,"Terrible I use to have one of the oldest updated Facebook, it was the one when the stories were just added and it worked exactly how it was presented. I decided to update it to the newest and so far all the main features have been so buggy it makes me not wanna even touch Facebook. My notifications are restricted for loading the Page more than once. Any web link won’t open properly and who thought it was a great idea to move the like button on the right side than the left? Like it feels so awkward to work with from the old app. Anyways I give it a one star from the app going to ahead of its own platform needs. If I can’t use the app from how I use Facebook which is looking at notifications that don’t reload or don’t load a clicked web link than why use the app. Please fix these issues and stop adding more features to make the app more accessible because it’s really just not what it use to be."
256,Nikki345,"March 17, 2019",1,"The ads are ridiculous Dear Facebook one way to get me off your website and app for good is how you manage to bombard my app with noting but ads! Your ad section of the app doesn’t even help! I’ve multiple times removed ads I do not want to show up on my feed and it still does time and time again. And also you claim you don’t sell my information, but I find it funny how when I search things online such as google you then magically have what I was searching for on Facebook. I’m absolutely over your lac of listening skills, no matter how many times I block, report, or press the I don’t want to see this stuff on my feed, it still manages to show up. I think it’s sad how low you have gone now to have constant ads. Facebook never used to be like this with constant ads, after every two posts from my friends. Facebook was supposed to be different but it’s just the same as anything else and is full of ads and spam!"
257,Mr Butternut,"March 5, 2020",1,"What on earth happened??! Facebook messenger used to be okay. But with the recent update it’s just rubbish. They’ve taken half the features away that made it somewhat useful, so for example I used to be able to change font when putting text on an image. Now there is just one font. Why did they take away all the other fonts? There’s still more that’s disappeared. I used to be able to change my paint brush size to small, medium, large - but now it’s just one size. Why??"
258,duigeijdy,"December 22, 2019",1,"Super buggy Scrolling just stops and wont load in groups. Language translation no longer works. Marketplace no longer accessible- searching for items in sale groups just brings up Marketplace posts which I cannot access. Posts are constantly rejected for going against TOS which makes NO SENSE (ex: photo of my cat just lying down). They made me upload a photo ID when setting up an account because they didn’t believe my name was real, yet they allow fake accounts all the time. They do nothing for scammers/spam accounts when reported. Constantly taking down media for “graphic content” when nothing is violent or disturbing in any way- they are simply removing because it’s something regarding civil rights/politics. Yet won’t remove any presidential candidates postings from others or violent speech regarding shooting people against current president. Also this is the 4th time I’ve had to rewrite this review because it keeps getting removed??!!"
259,Catlin19,"October 5, 2019",1,"What else are you changing?? Seriously, every single update, in-app sounds are tuned back on, as well as active status. This leads me to wonder, what else might you be turning back on, location settings? Other privacy settings? Have your developers ever stopped to think, for a second that not only do people typically know if they want to hear a stupid “pop” sound every time the click something, or if the want the whole-of-facebook community to know, if they are currently “active”-ly scrolling (through days old posts, I might add; and Not anything recent, or chronological); some people update certain privacy, and “active” status’s for personal safety. "
