,author_name,review_date,reviewer_ratings,review_body
55,Robert Warden,"April 18, 2020",1," Facebook in general has been trash for the last few months, I made a brand new account because I couldn't access my old one. And after sending ONE friend request, my account gets disabled, I try getting in touch with facebook via a support ticket and 1 week later I still haven't heard anything. Why ...Full ReviewFacebook in general has been trash for the last few months, I made a brand new account because I couldn't access my old one. And after sending ONE friend request, my account gets disabled, I try getting in touch with facebook via a support ticket and 1 week later I still haven't heard anything. Why did my account get disabled after sending ONE friend request? Why?"
56,Delisa Chinn,"April 20, 2020",3," Disappointed!! I got hacked and was asked if it was me trying to log in. Before I could even say NO, fb let them in and they deleted my whole fb. I lost a lot of memories...then I was recently given a warning for a picture I was posting that I got off of fb to begin with! That pissed me off!!! If it...Full ReviewDisappointed!! I got hacked and was asked if it was me trying to log in. Before I could even say NO, fb let them in and they deleted my whole fb. I lost a lot of memories...then I was recently given a warning for a picture I was posting that I got off of fb to begin with! That pissed me off!!! If it's not 1 thing with fb, it's another and its rediculous."
57,Szabolcs Tolnai,"April 18, 2020",1," This app is utter magic. When you lock your phone and then unlock it, suddenly you find the app at a completely different place. The designers must know better what you want to do than yourself. They know you want to start looking at the posts from the top and not continue from where you left off. B...Full ReviewThis app is utter magic. When you lock your phone and then unlock it, suddenly you find the app at a completely different place. The designers must know better what you want to do than yourself. They know you want to start looking at the posts from the top and not continue from where you left off. Bad bad bad design. Shame."
58,Okolo Nneamaka Mary,"April 21, 2020",2," I was using the old version but after the app kept on disturbing me and sending notifications to update, i updated it and now, i can't perform admin duties anymore. I cant tap on the admin tool anymore. I run a group with more than 1.2million+ members and they need me to approve posts and accept mem...Full ReviewI was using the old version but after the app kept on disturbing me and sending notifications to update, i updated it and now, i can't perform admin duties anymore. I cant tap on the admin tool anymore. I run a group with more than 1.2million+ members and they need me to approve posts and accept member request. What happens when i cant do tgis things? I shouldnt have updated the app. Fix it!"
59,Honey Rick,"April 20, 2020",1, STUPID ADS!! The ads are ridiculous! No other app I have has this many ADS!! I want to scroll thru and see posts not ads. It's bad enough that the stupid newsfeed refreshes before you can see most of the posts or you see the same posts over and over. Ads on an app should be non existing!!
60,Anupam Potdar,"April 14, 2020",2," There is always something that keeps going wrong. The new video player is pathetic. If you start watching a video on your timeline and then click to watch the whole thing, it starts from the beginning everytime. You need to press back button 2-3 times to exit. There are so many buttons on the interf...Full ReviewThere is always something that keeps going wrong. The new video player is pathetic. If you start watching a video on your timeline and then click to watch the whole thing, it starts from the beginning everytime. You need to press back button 2-3 times to exit. There are so many buttons on the interface while watching the videos, if you try to just check how long the video is, something gets pressed and either it skips to the next video or skips 10 seconds or restarts. Why fix what's not broken?"
61,A Google user,"April 17, 2020",1, Buggy and unreliable. The huge amount of ads should be providing enough revenue to fix it but clearly not. Reporting issues is pointless. Even basic functions don't work any more. April 2020. Newsfeed doesn't update. Notifications don't work. Reporting doesn't work. No point even having this app now...Full ReviewBuggy and unreliable. The huge amount of ads should be providing enough revenue to fix it but clearly not. Reporting issues is pointless. Even basic functions don't work any more. April 2020. Newsfeed doesn't update. Notifications don't work. Reporting doesn't work. No point even having this app now.
62,Danielle Shorey-Skellie,"April 20, 2020",1," Compared to when facebook first came out n all,facebook now isnt the same. Wish facebook would go back to when first came out n all. Facebook shouldnt be a app for drama,sexual things,porn,dating. Facebook should strictly be for connecting w ppl that lost contact w one another. When facebook first c...Full ReviewCompared to when facebook first came out n all,facebook now isnt the same. Wish facebook would go back to when first came out n all. Facebook shouldnt be a app for drama,sexual things,porn,dating. Facebook should strictly be for connecting w ppl that lost contact w one another. When facebook first came about the rules n all that were suppose to be non stop set n stoned,facebook made sure before allowing an account to be made n all real identification was to be checked n all,no 2nd chances allowe"
63,Allison James,"April 16, 2020",1," If I could give Facebook fewer stars I would. Their customers are advertisers, not you so they DO NOT CARE 100% about your user experience. They have a ""save draft"" button in the app for posts you write from your profile, but YOU CAN'T ACCESS A DRAFT made from a profile instead of a page. The whole ...Full ReviewIf I could give Facebook fewer stars I would. Their customers are advertisers, not you so they DO NOT CARE 100% about your user experience. They have a ""save draft"" button in the app for posts you write from your profile, but YOU CAN'T ACCESS A DRAFT made from a profile instead of a page. The whole thing is trash. Time to socialize social media."
64,Adeline Raymer,"April 19, 2020",1," FB is all about Ads now.. I see more Ads then my friend's posts. If FB would stop listening in on my private conversations all the dam time, maybe there wouldn't be so many Ads! But no matter how much FB users plead for more privacy, FB and there Hivite posse will always think they rule the World.. ...Full ReviewFB is all about Ads now.. I see more Ads then my friend's posts. If FB would stop listening in on my private conversations all the dam time, maybe there wouldn't be so many Ads! But no matter how much FB users plead for more privacy, FB and there Hivite posse will always think they rule the World.. what a joke!"
65,Deena Gleason,"April 18, 2020",4," I am constant ly signing in. One day Facebook just quit working, I created another account I guess and I want them to merge now because I found my old account but constantly makes me sign in because of the confusionI just want one account merge those two that look exactly like me once colorized one ...Full ReviewI am constant ly signing in. One day Facebook just quit working, I created another account I guess and I want them to merge now because I found my old account but constantly makes me sign in because of the confusionI just want one account merge those two that look exactly like me once colorized one isn't. I want them merged into one page..I don't know what the other pages doing because if I dare go on it then it gets it all confused and makes me sign in again over and over. If there's a human."
66,Candace Taylor,"April 21, 2020",2, The app won't let you go back to the home screen of your Facebook page and it always gets stuck and I can't see any messages that I have on messenger.... Everytime I try and check my messages I don't see anything and when you download the app it's not applied to your home screen on your device
67,J M,"April 16, 2020",1," It was better when i wasn't limited on how many friends posts i can see at once in my news feed i have all 200 and something friends on my friends list because i actually wanna see and stay in touch with my family, friends and gaming friends i wanna see all my friends posts not just a few people. I ...Full ReviewIt was better when i wasn't limited on how many friends posts i can see at once in my news feed i have all 200 and something friends on my friends list because i actually wanna see and stay in touch with my family, friends and gaming friends i wanna see all my friends posts not just a few people. I don't like it as much since this change a while back but other than that it's cool."
68,Clynton Ian Van Tonder,"April 14, 2020",3," This app is ok, it works ok for the most part. My only major really painfully frustrating problem is that I don't get push notifications on my Galaxy S10. I've triple checked all notification settings on my phone and on the app, they just don't work. I had a bit of luck the other day after enabling ...Full ReviewThis app is ok, it works ok for the most part. My only major really painfully frustrating problem is that I don't get push notifications on my Galaxy S10. I've triple checked all notification settings on my phone and on the app, they just don't work. I had a bit of luck the other day after enabling Email notifications for everything. Some push notifications came through, probably for about 2 days, then it just stopped sending me any. Email notifications always work for me, but its not ideal...the Galaxy S10 sometimes takes a while to refresh emails in Gmail, so I often miss important posts from people I follow. Please could you look into the issue and resolve it, it would be very much appreciated. Thank you."
69,Barnabas Benjamin,"April 20, 2020",1, Please if you don't fix this problem i will not use Facebook again. For momths have been trying to come online. I placed password it shows me. Check your network... And i have full network what is this? Am tired. I just downloaded it again still showing me the same nonsense.. What's all this......
70,Tara MoonChild,"April 16, 2020",1, I hate the fb mobile app. It has way less features than the old school FB and its way more strict. Not to mention I'm pretty much always dissatisfied with the responses I get from the support inbox when I report something. They make all these strict rules but when you try to report something they mo...Full ReviewI hate the fb mobile app. It has way less features than the old school FB and its way more strict. Not to mention I'm pretty much always dissatisfied with the responses I get from the support inbox when I report something. They make all these strict rules but when you try to report something they most of the time dismiss it. The mobile app would be better if there were still some of the old school features.
71,Debbie Fordyce,"April 19, 2020",4, It has its ups and downs but for the most part 2 able to get in contact with long-lost loves or even friendshappened to them celebrating our birthdays and other things that used to do with balloons and all of that haven't seen all that in a while is sharing pictures for memories phone doesn't have t...Full ReviewIt has its ups and downs but for the most part 2 able to get in contact with long-lost loves or even friendshappened to them celebrating our birthdays and other things that used to do with balloons and all of that haven't seen all that in a while is sharing pictures for memories phone doesn't have those pictures anymore and it's nice that when Facebook used to say here's memories from and I would have those memories pictures stored in to this new phone
72,Sandra Bégin,"April 20, 2020",1," The app is just terrible. It used to be fonctionnal but not I can't see all comments on a post, I could see that someone comment cause a receive a notification but can't see the comment. I hate the ""all comment"" ""newest comment"" or ""most popular"" fonction ether ways is always the same 4 comments tha...Full ReviewThe app is just terrible. It used to be fonctionnal but not I can't see all comments on a post, I could see that someone comment cause a receive a notification but can't see the comment. I hate the ""all comment"" ""newest comment"" or ""most popular"" fonction ether ways is always the same 4 comments that appears."
73,Nancy K,"April 20, 2020",1, -Stop automatically putting me into random groups! -Too many ads! -Facebook keeps getting crappier by the month! Constant unnecessary changes and updates. -The messenger button is hidden unless you go to the home button. You have to go to a few sub-menus to see if you have other messages. You keep m...Full Review-Stop automatically putting me into random groups! -Too many ads! -Facebook keeps getting crappier by the month! Constant unnecessary changes and updates. -The messenger button is hidden unless you go to the home button. You have to go to a few sub-menus to see if you have other messages. You keep making Facebook shittier and shittier while collecting my personal information without providing anything mediocre even in return!
74,iworkinsteel,"April 18, 2020",1," What idiot decided to move the notification/search bar to the bottom of the screen? This has to be the most stupid update, by any app, EVER ! It's unfortunately easy to hit any icon, by accident, and without even trying ! And after searching for help to move it back, there is NO solution! Too many u...Full ReviewWhat idiot decided to move the notification/search bar to the bottom of the screen? This has to be the most stupid update, by any app, EVER ! It's unfortunately easy to hit any icon, by accident, and without even trying ! And after searching for help to move it back, there is NO solution! Too many updates !"
75,barbara christian,"April 18, 2020",3," The constant updates are getting ridiculous. Getting really close to everyday and all they do is make it impossible to navigate easily as it changes so often. you figure it out and next time it is different or you can't figure out how to get to what you want. Can't remove or change things to persona...Full ReviewThe constant updates are getting ridiculous. Getting really close to everyday and all they do is make it impossible to navigate easily as it changes so often. you figure it out and next time it is different or you can't figure out how to get to what you want. Can't remove or change things to personal preference like removing ""watch list"" or changing what is on it. I would rather see more of my friends & group posts than the commercial pages, especially the OLD/rerun stories."
76,Tim Horn,"April 19, 2020",1, my experience with Facebook is back like to the smartest people on the planet but they can't make a system for we can log back into our accounts successfully without doing things in a backwards Manor like if you have to change your phone number they say to login to change your phone number but you c...Full Reviewmy experience with Facebook is back like to the smartest people on the planet but they can't make a system for we can log back into our accounts successfully without doing things in a backwards Manor like if you have to change your phone number they say to login to change your phone number but you can't log in because you can't verify your phone number Facebook go back to school will fix this problem it's a problem for everyone not just me and it happens continuously over and over that's insane
77,Lala Bryant,"April 16, 2020",2," recent issue was scary is when I click on notifications and I go to choose a notification, I hear voices of people talking in a large room kind of like you at the New York Stock Exchange a whole lot of foreign chatter. The voices were like Middle Eastern or something. I close the app and it continue...Full Reviewrecent issue was scary is when I click on notifications and I go to choose a notification, I hear voices of people talking in a large room kind of like you at the New York Stock Exchange a whole lot of foreign chatter. The voices were like Middle Eastern or something. I close the app and it continues to happen the same way. I ended up deleting the app and reinstalling hoping an update fixed it. I wanted to report it to Facebook directly because this is extremely concerning but couldn't find any"
78,MARC L!BS,"April 17, 2020",2," I just updated the application and now I get duplicate notifications of my messenger both from Messenger and now Facebook. Before I got only notifs from Messenger which was perfect. I don't want duplicate notifs every single time I receive a message. Also when I try to access my messages via the mes...Full ReviewI just updated the application and now I get duplicate notifications of my messenger both from Messenger and now Facebook. Before I got only notifs from Messenger which was perfect. I don't want duplicate notifs every single time I receive a message. Also when I try to access my messages via the messenger button on the upper right , it doesn't direct me to my messages like it used to, it makes me pick which acct to use for Messenger. Please fix."
79,Brianna,"April 20, 2020",1, I'm just pissed that they stopped letting you click on a video and scroll through to the next video on the list. Also the recommendations is way off based on what you watch like if you watch a certain genre regularly it doesn't show similar ones but if you watch a different one once it constantly re...Full ReviewI'm just pissed that they stopped letting you click on a video and scroll through to the next video on the list. Also the recommendations is way off based on what you watch like if you watch a certain genre regularly it doesn't show similar ones but if you watch a different one once it constantly recommends it and it's awful.
80,Younis,"April 20, 2020",1," The new update has a nasty option turned on by default its called ""off Facebook"" it records history for every application you have, your contacts your YouTube videos your music your searches everything, they spy on every single detail in your life. We are in ""1980"" of George orwell, it is not just n...Full ReviewThe new update has a nasty option turned on by default its called ""off Facebook"" it records history for every application you have, your contacts your YouTube videos your music your searches everything, they spy on every single detail in your life. We are in ""1980"" of George orwell, it is not just novel anymore it became our life. #boycott_facebook, boycott all mark's applications. I am going to Uninstall it now after writing the review."
81,Yan Yuen,"April 14, 2020",1," I find the auto-refresh of the content very annoying. Scenario 1: I see a link posted by my friend, I click into it, find it impressive, exit and get back to the FB app hoping to give a positive response - and the contents get refreshed and I have to search for that post again (and I do not always r...Full ReviewI find the auto-refresh of the content very annoying. Scenario 1: I see a link posted by my friend, I click into it, find it impressive, exit and get back to the FB app hoping to give a positive response - and the contents get refreshed and I have to search for that post again (and I do not always recall who posted it, making the search more difficult) Scenario 2: Reading a post, have other things to do so have to put it aside and come back later. Reopen app and the post is nowhere to be found."
82,Alexandra Wilson,"April 20, 2020",1," Latest update = SO MANY ADS. Every 4th post I scroll, there is an ad, which of course pertains to something I had recently Googled. I no longer see my close friends posts, who I interact with the most. The algorithm is wrong and it's all about money now."
83,sun daze,"April 18, 2020",1, Trusted Contacts Not Working! I've been locked out of my account for 5 months now and I've tried the trusted contacts for several times but I still haven't received any email to change my password. I have no access to my old email address anymore. And there is no option to send it to my phone number...Full ReviewTrusted Contacts Not Working! I've been locked out of my account for 5 months now and I've tried the trusted contacts for several times but I still haven't received any email to change my password. I have no access to my old email address anymore. And there is no option to send it to my phone number! This is very frustrating! Please help me!
84,Anthony James Termini,"April 16, 2020",1, I always get disabled for no reason a few hours after opening an account! I SUSPECT FRAUD!!!! AND I'VE REPORTED IT!!! NOTHING HAS DONE!!! reporting seems to no avail I don't think there's anyone on the other end when you report it only gives you a false sense of hope that you might have accomplished...Full ReviewI always get disabled for no reason a few hours after opening an account! I SUSPECT FRAUD!!!! AND I'VE REPORTED IT!!! NOTHING HAS DONE!!! reporting seems to no avail I don't think there's anyone on the other end when you report it only gives you a false sense of hope that you might have accomplished something when in reality nothing will get done DO NOT DOWNLOAD OR USE FACEBOOK IT'S CORRUPTED
85,Thomas Quinn sr,"April 3, 2020",3," Recieved that the checkup was done. My opinion, because I have so many Accounts. I can't determine which Password (even though I've written it down). Can all Accounts be totally be removed. That way I can go in as New Customer. Your Product is absolutely amazing. But also, it's very frustrating for ...Full ReviewRecieved that the checkup was done. My opinion, because I have so many Accounts. I can't determine which Password (even though I've written it down). Can all Accounts be totally be removed. That way I can go in as New Customer. Your Product is absolutely amazing. But also, it's very frustrating for older people such as myself. I understand you an extremely difficult job with Security. So if my suggestion is not possible. I will understand and take any suggestions you have. Thanks"
86,Kelly Anne Martel,"April 17, 2020",3," Trying to figure out why you would remove the ""profile"" notification dot..it was working perfectly fine. It's annoying that you change, add and remove things constantly and don't even ask what we want first or at the least, notifying us before doing it. Why bother though..we're not really that impor...Full ReviewTrying to figure out why you would remove the ""profile"" notification dot..it was working perfectly fine. It's annoying that you change, add and remove things constantly and don't even ask what we want first or at the least, notifying us before doing it. Why bother though..we're not really that important."
87,Glen West Brom Albion,"April 21, 2020",1, I have several Facebook accounts for games and 1 for my family and friends and I cant get into my family and friends account the only 1 i really use ... I don't have access because I don't have the email address or phone number or password every time I try to log in it comes up in a foreign language...Full ReviewI have several Facebook accounts for games and 1 for my family and friends and I cant get into my family and friends account the only 1 i really use ... I don't have access because I don't have the email address or phone number or password every time I try to log in it comes up in a foreign language and it's annoying to say the least I think Facebook should open a hotline or something to simplify when people are not computer literate or to old to understand .. face recognition or something?
88,Lovely Jane,"April 20, 2020",1," Two weeks ago when I opened facebook they have this new feature where in the navigation bars are at the bottom which makes it really easier. However, just a few hours later it went back to normal. Looks like it was just a trial and error. 😂😂😂"
89,Nil Deb,"April 7, 2020",1," I was looking for zero stars to be precise. I have been an active fb user since the last 7 years. And the app has deteriorated a lot in terms of stability. How many updates are required? It's understandable that fb is a big company and working hard to ensure app stability. In spite of all the effort...Full ReviewI was looking for zero stars to be precise. I have been an active fb user since the last 7 years. And the app has deteriorated a lot in terms of stability. How many updates are required? It's understandable that fb is a big company and working hard to ensure app stability. In spite of all the efforts, I must say it is the most lacklustre social media app. These days it doesn't even log out properly, shows continuous notifications even after checking those, unable to see our own reactions."
90,Rasel Khan Sr,"April 18, 2020",1, Very poor performance than previous version. Facebook & Messenger together not responding properly. And sometimes its getting slow & taking too much time at the time of shifting facebook app to messenger app. Seems like abnormal app & misbehaving functions. Old versions was too good but new version ...Full ReviewVery poor performance than previous version. Facebook & Messenger together not responding properly. And sometimes its getting slow & taking too much time at the time of shifting facebook app to messenger app. Seems like abnormal app & misbehaving functions. Old versions was too good but new version is totally too much bad & poor performance. So fix it as early as possible. Thanks.
91,M D,"April 18, 2020",1," This app will f*** you over for mobile data. Be sure to shut off all accesses and permissions AND be sure to disallow it access to using mobile data in the background ... otherwise it may suck your data dry in few days. I have 10gb/month, but wants to use that all up in a week or two, and I do NOT u...Full ReviewThis app will f*** you over for mobile data. Be sure to shut off all accesses and permissions AND be sure to disallow it access to using mobile data in the background ... otherwise it may suck your data dry in few days. I have 10gb/month, but wants to use that all up in a week or two, and I do NOT use it that much..."
92,Linda Taylor,"April 13, 2020",1," This is a terrible app. When I scroll through business pages, whether I've liked or follow them or not, I'm only seeing the first 5 or so posts, it freezes and can't see anything further. When I share or upload onto my own profile, it takes ages to so. And, when I'm scrolling through my news feed, I...Full ReviewThis is a terrible app. When I scroll through business pages, whether I've liked or follow them or not, I'm only seeing the first 5 or so posts, it freezes and can't see anything further. When I share or upload onto my own profile, it takes ages to so. And, when I'm scrolling through my news feed, I'm seeing the same old posts over and over again, refreshing doesn't help. I've even tried installing and reinstalling the app."
93,Gerard Paulo Ansay,"April 20, 2020",1," The previous facebook app works better with messenger, this latest version keeps on asking me to create messenger accounts that i don't need. Instead of the usual direct messaging, this app gives me a run around on things that it was doing well prior to the current update."
94,Jason Theuns Wessels,"April 18, 2020",5, Very universal you can log into various different platforms or applications due to the simple log in with Facebook option although be cautious as to which apps and social platforms you use facebook for only trusted seamless apps that you trust likes online games etc other than that it is a wonderful...Full ReviewVery universal you can log into various different platforms or applications due to the simple log in with Facebook option although be cautious as to which apps and social platforms you use facebook for only trusted seamless apps that you trust likes online games etc other than that it is a wonderful way to connect with people and loved ones
95,Peter Lukas Jr,"April 19, 2020",1," Facebook used to be good. I post and repost pics and articles that are of interest to me. I have not been able to post or comment for the past 4 days because i reposted from ANOTHER page, a Trump2020 pic with people in it and a german flag with a swatica on it i was banned for almost 4 days. This pi...Full ReviewFacebook used to be good. I post and repost pics and articles that are of interest to me. I have not been able to post or comment for the past 4 days because i reposted from ANOTHER page, a Trump2020 pic with people in it and a german flag with a swatica on it i was banned for almost 4 days. This pic was still on at least 3 other pages and i get banned fir almost 4 days? Goes against community standards huh? What about abused people? Animals? Blood and guts? You allow that though right?"
96,Dennis Crosby,"April 19, 2020",3, It's OK. For Liberals it is great because they get +/-10 passes for wrongly phrased posts Facebook censors don't like. Thats about 10 versus every 1 given a Conservative. This is based on input from friends on both sides of politics. Best bet for conservatives is to post pictures of flowers and pets...Full ReviewIt's OK. For Liberals it is great because they get +/-10 passes for wrongly phrased posts Facebook censors don't like. Thats about 10 versus every 1 given a Conservative. This is based on input from friends on both sides of politics. Best bet for conservatives is to post pictures of flowers and pets and stay away from anything Colin Kaepernik might find offensive. He seems to be. good bellweather of what is allowed.
97,Titus Blade Steele,"March 31, 2020",5," Google gives me many options to calibrate my phone, to send and receive an array of messages, hosting of data, plus so many other options as well. thanks again for your help and support working with Facebook who is confident and is a wonderful tool, which makes it easier to think of how much I love ...Full ReviewGoogle gives me many options to calibrate my phone, to send and receive an array of messages, hosting of data, plus so many other options as well. thanks again for your help and support working with Facebook who is confident and is a wonderful tool, which makes it easier to think of how much I love writing with my esteem organization and I will be ready to go anywhere near, or far as Long Beach CA and more . I took tests before I entered The EDS Symenary and Harvard School of Graduate Arts. I"
98,Soumitra Chowdhury,"April 12, 2020",3, I love the feature of this app as it is help us to connect with each other. But I find out some problem when I am trying to change my password to make it more. Because when I am changing my Fb account password to make my ID more strong I find out that I can't see the correct password I am writing. W...Full ReviewI love the feature of this app as it is help us to connect with each other. But I find out some problem when I am trying to change my password to make it more. Because when I am changing my Fb account password to make my ID more strong I find out that I can't see the correct password I am writing. We all know we sometime do some mis typing. So in my suggestion thing in the next update it should be fixed for the betterment of everyone.
99,Sylvia Wulf,"March 30, 2020",1," It's just getting worse. I had hoped that the latest update would fix the problems the last two had caused, namely closing unexpectedly and constantly refreshing so that I couldn't even finish reading a post. Now the newest addition to the'fun' is if I do a search for a friend it takes me there them...Full ReviewIt's just getting worse. I had hoped that the latest update would fix the problems the last two had caused, namely closing unexpectedly and constantly refreshing so that I couldn't even finish reading a post. Now the newest addition to the'fun' is if I do a search for a friend it takes me there them immediately takes me back to a refreshed home page. Not Cool! Fix the damn app! Update: new update unfixed what worked, self minimizes constantly, with a refresh, can't get back to where I was 😞"
100,Kranthi Kiran,"April 20, 2020",1," Facebook need to address the issue with video loading , even I have sufficient internet speed this app is loading a lot , and this is not new thing , I know that the Facebook doesn't care about someone like me but I will be very happy if this issue solved... Thank you..."
101,David Fox,"April 10, 2020",1," What a truly horrible app. There can be no doubt it was created by Facebook. No control over what you see in your feed is just the beginning of the horrendousness. Losing you place in the shocking ""infinity "" scroll feed if you dare actually click on a story and think you can return to where you lef...Full ReviewWhat a truly horrible app. There can be no doubt it was created by Facebook. No control over what you see in your feed is just the beginning of the horrendousness. Losing you place in the shocking ""infinity "" scroll feed if you dare actually click on a story and think you can return to where you left off. And the constant 50+ MB ""updates""? What is that all about? Why such a huge app in the first place?"
102,Anthony Eiffler,"April 17, 2020",2," With the new update I can't view posts by clicking them in the activity log. It will not let me click on anything in the activity log. If someone mentions me with a comment in a post and I can't see the full comment, I click see more and it just takes me to all the comments and I have to scroll thro...Full ReviewWith the new update I can't view posts by clicking them in the activity log. It will not let me click on anything in the activity log. If someone mentions me with a comment in a post and I can't see the full comment, I click see more and it just takes me to all the comments and I have to scroll through all the comments to find it."
103,Elizabeth Knapp,"April 20, 2020",1, New update is corrupted ever since the update I can't do anything on Facebook it keeps freezing and crashing wont let me post unless I type it up somewhere else then copy and paste in Facebook. I'm trying to share a video with my son's class of a chicken egg hatching and I can't even do that.
104,Jay Tee,"April 19, 2020",1," No online support. Identity verification sucks... Youre too strict and i get it but i hope you back it up with a good customer support. Your ""facebook help option"" doesnt really help to be honest. Its been a week now since i filled up the forms and sent id's for verification but until now no respons...Full ReviewNo online support. Identity verification sucks... Youre too strict and i get it but i hope you back it up with a good customer support. Your ""facebook help option"" doesnt really help to be honest. Its been a week now since i filled up the forms and sent id's for verification but until now no response from you? seriously??? Youre a big company but you dont even know how to respond on users problems... i wont be surprised if facebook will end up like friendster...Such a disappointment! 🤦‍♂️"
105,Milo,"April 19, 2020",1," I hate the new updates, whenever I eant to open messenger or send messages via facebook shortcuts to messenger, it ALWAYS jump to ""switch account"" page and it is very annoying because after that page I can't send messages to the people I want to send messages to! This is getting into my nerves!"
106,Samantha Gregory,"April 10, 2020",1," The app has been terrible after recent updates. Not loading things properly, saying I'm not connected, refusing to pull up images, not showing replies/comments, etc.... tried all of the self-fixes and it is not making a different. I haven't been having trouble with my phone or ANY other apps, so I k...Full ReviewThe app has been terrible after recent updates. Not loading things properly, saying I'm not connected, refusing to pull up images, not showing replies/comments, etc.... tried all of the self-fixes and it is not making a different. I haven't been having trouble with my phone or ANY other apps, so I know that this app is the problem. Debating discontinuing my use of this app."
107,Bunny Boo,"April 6, 2020",3," DARK MODE! No one is asking for the shortcuts to be put on the bottom of the screen either! Why not just make that optional? Moving it to the bottom does not make it ""easier"". You moved it from a handy place to a not handy place that makes no sense. I want to look up when I am looking for stuff, not...Full ReviewDARK MODE! No one is asking for the shortcuts to be put on the bottom of the screen either! Why not just make that optional? Moving it to the bottom does not make it ""easier"". You moved it from a handy place to a not handy place that makes no sense. I want to look up when I am looking for stuff, not look down. Stop changing things that do not need changing without giving us option!"
108,june brize degala,"April 17, 2020",1," This app Is sending some device to connect in other location.. Can't trust this app, because if you check your device where you logging in,it shows in diffirent place.. This is not good app..and i was temporary block to post and send messeges because its say that I post something that againts to the...Full ReviewThis app Is sending some device to connect in other location.. Can't trust this app, because if you check your device where you logging in,it shows in diffirent place.. This is not good app..and i was temporary block to post and send messeges because its say that I post something that againts to their community policy. I read everything I posted and I have nothing do to post that makes an issue or againts to their policy.. Why is my account is temporary blocked??"
109,Linda Gamalski,"April 17, 2020",5, IIt seems like Face Book is where most people hang out the most. Google is also good. I guess it depends whose on & who isnt. Some days are better than others. Ive talked to a few men I cant meet anyone just yet ! Reason being Im not abgirl who needs a man all the time in my life. Im now about divor...Full ReviewIIt seems like Face Book is where most people hang out the most. Google is also good. I guess it depends whose on & who isnt. Some days are better than others. Ive talked to a few men I cant meet anyone just yet ! Reason being Im not abgirl who needs a man all the time in my life. Im now about divorced after 17 yrs of marriage. I do miss our fun times but the bad times when it was bad it was really bad. I do love Face Book!! & will continue to use it. You to google ! Keep up the good work. L
110,Joe Sweere,"April 6, 2020",4," Recently updated design to have tab bar on bottom is not a good experience for Android users. It conflicts with the fixed buttons from the OS, and should not be a paradigm utilized for Android apps. The bottom nav is the worst thing about Instagram, the Fitbit app, and many others. The hit box is sm...Full ReviewRecently updated design to have tab bar on bottom is not a good experience for Android users. It conflicts with the fixed buttons from the OS, and should not be a paradigm utilized for Android apps. The bottom nav is the worst thing about Instagram, the Fitbit app, and many others. The hit box is small, and it's millimeters from the back or home buttons. Please switch me back on your A/B testing scheme, I find this layout frustrating. Update - it's toggled back, thank you."
111,James C,"April 7, 2020",1," Every time I try to click on reply to a comment, it crashes the app. edit 8/11/19: app works a lot better now, raised to 4 stars. But I am still getting told I have notifications when I do not and have to scroll through my notifications from the top each time I look at one and go back. very frustrat...Full ReviewEvery time I try to click on reply to a comment, it crashes the app. edit 8/11/19: app works a lot better now, raised to 4 stars. But I am still getting told I have notifications when I do not and have to scroll through my notifications from the top each time I look at one and go back. very frustrating. 04/07/20: this bottom of the screen controls is complete trash."
112,Ngo Thuy Duong,"April 15, 2020",1," - It keeps showing me old news and restricts the accounts that I'm following from appearing on my news feed. - Kicks me out while I'm reading a post or surfing in a group or on a page. - Unpublished my page just because of a ""seem like"" and refused to give me a chance to explain and closed the case ...Full Review- It keeps showing me old news and restricts the accounts that I'm following from appearing on my news feed. - Kicks me out while I'm reading a post or surfing in a group or on a page. - Unpublished my page just because of a ""seem like"" and refused to give me a chance to explain and closed the case without giving a legit reason. - Shows that the Paracel and Spratly Island as belong to Chinese territory, which is a lie that the Chinese government is trying to spread. Pathetic move."
113,Kayleigh Howell,"April 7, 2020",1," Was fine until you moved my shortcuts bar from the top of the page to the bottom, now it's slow, lagging and overall 100× more difficult to use because of the way I hold my phone. Not happy that I didn't get a choice in the matter or that it doesn't seem to be an option to move it back. This happene...Full ReviewWas fine until you moved my shortcuts bar from the top of the page to the bottom, now it's slow, lagging and overall 100× more difficult to use because of the way I hold my phone. Not happy that I didn't get a choice in the matter or that it doesn't seem to be an option to move it back. This happened without an update, was fine last night and go on this morning to have this mess forced on me - I keep auto updates off for this reason and now my Facebook is ruined because I can't use it properly."
114,Nancy Nienow,"April 18, 2020",1," Why are Facebook and Messenger app updates taking up twice the amount of space and storage now?! Why are there so many new updates lately?! Why is this happening lately, this past month anyway, with all the very frequent updates! STORAGE and SPACE taking up double the amount is a huge issue on the u...Full ReviewWhy are Facebook and Messenger app updates taking up twice the amount of space and storage now?! Why are there so many new updates lately?! Why is this happening lately, this past month anyway, with all the very frequent updates! STORAGE and SPACE taking up double the amount is a huge issue on the updates! FIX this PLEASE!!!"
